title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
2005 - Thanks for the Vodka,,"['Mental Health', 'Memoir', 'Mental Illness']",,,,,July 5th 2016,[],Kindle Edition,,B01I2A0EI2,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468271460l/30992254._SY475_.jpg,4.1,[],176.0,2.0,,,,85.0,20.0,525,Karl Wiggins,"['12', '3', '2', '1', '2']",,[],,"['Harpie', 'Karl Wiggins']"
2006 - Thanks for the Vodka,,[],,,,,September 11th 2016,[],Kindle Edition,,B01M0QPW30,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474313247l/32078335._SY475_.jpg,4.69,[],89.0,1.0,,,,100.0,16.0,,Karl Wiggins,"['12', '3', '1', '0', '0']",,[],,"['Harpie', 'Karl Wiggins']"
2003 - Thanks for the Vodka,,[],,,1,,August 22nd 2015,[],Kindle Edition,,B014B4NNXG,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441393792l/26226538._SX318_.jpg,4.5,[],92.0,1.0,,,,93.0,42.0,360,Karl Wiggins,"['32', '4', '3', '1', '2']",,[],,"['Harpie', 'Karl Wiggins']"
20 Tahun,,"['Manga', 'Comics', 'Komik']",,,,,,[],,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1264609616l/7650671.jpg,3.53,[],100.0,1.0,,,,79.0,43.0,,,"['12', '9', '13', '8', '1']",,[],,['Hiromi Mashiba']
20000 LEAGUES UNDER THE SEA,,,"The adventure begins when Professor Aronnax accidentally becomes a prisoner of the very monster he is seeking to destroy - the submarine Nautilus, commanded by the mysterious Captain Nemo. Invited to experience the marvels of the Nautilus' magnificent undersea world, Aronnax struggle to piece together Nemo's tragic past. This exciting retelling captures the essence of Verne's visionary and unforgettable story, while also explaining the fascinating facts and fantasies of Captain Nemo's marvelous ocean realm. A unique cross-section of the Nautilus, color photographs, diagrams, and narrative illustrations explore Verne's unique vision and knowledge of the deep.",,,,,,,0751370738,9780751370737,,,3.71,,,,,,,,,64.0,,,34.0,,,['JULIO VERNE']
2nd Chance,,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Suspense', 'Mystery Thriller', 'Murder Mystery', 'Audiobook', 'Detective', 'Adult']","The Women's Murder Club returns for another thrilling crime investigation. Will their skills be enough to take down a brutal madman?A brutal madman sprays bullets into a crowd of children leaving a San Francisco church. Miraculously-or was it intentionally?-only one person dies. Then an elderly black woman is hung. Police homicide inspector Lindsay Boxer senses a connection and together with medical examiner Claire, assistant D. A. Jill, and Chronicle reporter Cindy, finds a link that sends a chill through the entire nation. This killer's motives are unspeakable.In this ""inventive"" installment of the Women's Murder Club, James Patterson proves once again why he is the #1 master of the murder mystery (Sunday Times).",Women's Murder Club #2,,03/04/02,May 20th 2005,"['Lindsay Boxer', 'Claire Washburn', 'Jill Bernhardt', 'Cindy Thomas', 'Warren Jacobi']",Paperback,,9780446696630,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522906622l/13136._SY475_.jpg,4.04,[],80.0,2.0,,,,96.0,95436.0,400,Grand Central Publishing,"['33089', '37629', '20726', '3225', '767']",,"['San Francisco, California (United States)']",,"['James Patterson', 'Andrew Gross']"
2 Minutes,,[],"Michael was considered a 'monster' by anyone who saw him and the Lavetti brothers wanted him dead. His facial disfigurements kept him indoors but his strong will kept him alive. He decided he wanted to become a writer, that way he could be loved and respected and not be seen. One after the other his manuscripts kept getting rejected but he doesn't know why until an editor takes pity on him and tells him he doesn't write with emotion. He decides to start walking around town to figure out what emotion is. On his way home one day, he gets jumped but doesn't know by whom. He blacks out. He waked up the next day in his apartment, clothes ripped and bloody but its not his blood. On his computer is a fully typed out book detailing his life up to that day but he didn't write it. The last paragraph says 'If you wish for fame and fortune, hit send and you will be famous. You have two minutes to decide'. He does it and he becomes exactly what the book says. A couple years later a second book shows up, this time it details his life now and soon to come. Again the same last paragraph shows up but this time it says if he hits send, everything in this book will happen. He does it again then soon realized one by one the Lavetti brothers are being killed off. The last book shows up a few years later, this time detailing his future. If he hits send, the last of his tormentors will die but so will his own wife. Does he do it? Has fortune and fame gone to his head or does the love he has for his wife conquer all?",,,,March 4th 2013,[],Paperback,,9780615751580,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384019835l/17713585.jpg,3.4,[],100.0,1.0,,,,80.0,5.0,350,Janene Loucks Publishing,"['1', '2', '1', '0', '1']",,[],,['Janene Loucks']
20th Century Ghosts,,"['Horror', 'Short Stories', 'Fiction', 'Fantasy', 'Ghosts', 'Paranormal', 'Supernatural', 'Anthologies', 'Audiobook', 'Ghost Stories']","A collection of short stories.Imogene is young and beautiful. She kisses like a movie star and knows everything about every film ever made. She's also dead and waiting in the Rosebud Theater for Alec Sheldon one afternoon in 1945.... Arthur Roth is a lonely kid with big ideas and a gift for attracting abuse. It isn't easy to make friends when you're the only inflatable boy in town.... Francis is unhappy. Francis was human once, but that was then. Now he's an eight-foot-tall locust and everyone in Calliphora will tremble when they hear him sing....John Finney is locked in a basement that's stained with the blood of half a dozen other murdered children. In the cellar with him is an antique telephone, long since disconnected, but which rings at night with calls from the dead....The past isn't dead. It isn't even past...",,First American Edition,01/01/05,October 16th 2007,[],Hardcover,,9780061147975,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388224829l/373915.jpg,3.95,"['Bram Stoker Award for Best Fiction Collection (2005)', 'Locus Award Nominee for Best Collection (2006)', 'World Fantasy Award Nominee for Best Collection (2006)', 'IAFA William L. Crawford Fantasy Award (2006)', 'Audie Award (2008)', 'Tähtifantasia Award Nominee (2010)', 'British Fantasy Award for Best Collection (2006)']",442.0,5.0,,,,93.0,32319.0,316,William Morrow,"['10743', '12295', '6914', '1685', '682']",,[],,"['Joe Hill', 'Christopher Golden']"
23 Days in July,Inside the Tour de France and Lance Armstrong's Record-Breaking Victory,Sports & Recreation,"Taking place over twenty-three days in July and across more than 2,100 miles of smooth blacktop, rough cobblestones, and punishing mountain terrain, the Tour de France is the most grueling sports event in the world. And in 2004, five-time champion Lance Armstrong set out to achieve what no other cyclist in the 100-year history of the race had ever done: win a sixth Tour de France.Armstrong had four serious challengers who wanted nothing more than to deny the man the French call Le Boss from achieving his goal. The major threat among them was the only other former Tour de France champion in last year's race, Germany's Jan Ullrich- The Kaiser. But when the race was over, Lance Armstrong once again wore the yellow jersey of victory.",,,,2005.0,,,0306814552,9780306814556,,http://books.google.com/books/content?id=7lG1ugEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.67,,,,,,,,,344.0,,,354.0,,,['John Wilcockson']
2095,,"['Fiction', 'Science Fiction', 'Childrens', 'Adventure', 'Fantasy', 'Humor', 'Chapter Books', 'Juvenile', 'Time Travel', 'Middle Grade']","Everyone’s favorite time-travelers are changing their styles!  The Time Warp Trio series now features a brand-new, eye-catching design, sure to appeal to longtime fans, and those new to Jon Scieszka’s wacky brand of humor.",Time Warp Trio #5,,04/01/95,April 26th 2004,[],Paperback,,9780142400449,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388715534l/858726.jpg,3.86,[],92.0,1.0,,,,93.0,745.0,80,Puffin Books,"['232', '240', '221', '40', '12']",,[],,"['Jon Scieszka', 'Lane Smith']"
"20,000 Leagues Under the Sea",,Science fiction,Retells the adventures of a French professor and his two companions as they sail above and below the world's oceans as prisoners on the fabulous electric submarine of the deranged Captain Nemo.,,,,2002.0,,,076072850X,9780760728505,,,3.88,,,,,,,,,394.0,,,135778.0,,,['Jules Verne']
"20,000 Leagues Under the Sea",,Sea stories,"A nineteenth-century science fiction tale of an electric submarine, its eccentric captain, and undersea world, which anticipated many of the scientific achievements of the twentieth century.",,,,1987.0,,,0861366581,9780861366583,,,3.88,,,,,,,,,288.0,,,18.0,,,['Jules Verne']
"20,000 Leagues Under the Sea and other Classic Novels",,"['Classics', 'Fiction', 'Science Fiction', 'Adventure', 'Fantasy', 'Novels', 'Literature', 'Historical Fiction', 'Audiobook', 'Childrens']","Writing in France in the nineteenth century, Jules Verne captured his era's fascination with adventure and exploration in a series of novels he referred to as his Voyages extraordinaries. This book collects six of Verne's best-known novels that extrapolate developing technology and scientific inquisitiveness into rousing adventures.Five weeks in a balloon --Journey to the center of the earth --From the earth to the moon --Round the moon --Twenty thousand leagues under the sea --Around the world in eighty days.",,Amazing Values Series,,2012,[],Hardcover,,9781435141827,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356462970l/15762322.jpg,3.99,[],48.0,1.0,,,,93.0,4987.0,739,Fall River Press,"['1752', '1825', '1082', '245', '83']",,[],,['Jules Verne']
"20,000 Leagues Under the Sea",,Children's stories,The abridged adventures of a French professor and his two companions as they sail above and below the world's oceans as prisoners on the fabulous electric submarine of the deranged Captain Nemo.,,,,2004.0,,,0237526883,9780237526887,,http://books.google.com/books/content?id=qnNypvYxcy4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.76,,,,,,,,,48.0,,,543.0,,,"['Jules Verne', 'Pauline Francis']"
251 Things to Do in Tofino: And it is NOT just about Surfing,,"['Nonfiction', 'Travel']","Welcome to Tofino, Vancouver Island, British Columbia, the surf capital of Canada and much, much more. They call this the “end of the road” for Western Canada, but you are going to be calling it the start of the best time of your life. All you need is this eBook, an open mind, an open heart and the sense of wonder and adventure to embark on the journey of a thousand lifetimes.  Whether you are here to find out why this is the Surf Capital of Canada or to check out the UNESCO Biosphere Reserve or to find something entirely new and exciting, this is the book that will help you start your journey and this is the place to find the magic that you seek. 251 Things to do in Tofino indeed does have that many suggestions (and more).  This eBook also includes: • First Nations history, local artists & galleries • Amazing outdoors and fun kids’ activities • Annual events, entertainment and local gourmet eats • Great tips to make unforgettable memories • Voices of 100 local contributing authors • A comprehensive, detailed directory of Tofino • And so much more!  ABOUT THE AUTHOR  Kait Fennell is a permanent resident of Tofino who finds herself more at home in the water than anywhere else. An islander at heart, she has travelled all over the world - from flying and developing pilot guide books in the Okavango Delta, Botswana to volunteering for a small pilot school in Durban, South Africa. Recognized as a National Garfield Weston Foundation Scholar, and graduating with a Bachelor’s Degree in Applied Technology with a Commercial Pilot License, she left her aviation roots to pursue her passion for surfing, healthy living, the environment and indigenous culture. She can be reached at author@251thingstodo.com ",,,,March 25th 2016,[],Kindle Edition,,9781519300355,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459375286l/29744910._SY475_.jpg,4.79,[],100.0,1.0,,,,100.0,220.0,204,BlueFire Media,"['178', '38', '3', '1', '0']",,[],,"['Kait Fennell', 'Joe Martin', 'George Patterson', 'Josh Temple', 'Shawna Roberts', 'Sheila Orchiston', 'Markus Pukonen', 'Lisa Fletcher']"
24 Colors,,"['Manga', 'Romance', 'Shojo', 'High School', 'Graphic Novels', 'Short Stories', 'Manga Romance']","Nanaka loves to paint. So when she enters high school, she gets excited at the prospect of joining the arts club. However, there's only two members-- the mysterious Chihaya and the energetic Kento. They're both good-looking guys, and Chihaya shares Nanaka's love for painting! Alongside the two gorgeous guys (and Nanaka's best friend)...what will happen?",,,,2008,[],,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1258229596l/6739078.jpg,3.84,[],65.0,1.0,,,,87.0,381.0,192,,"['138', '102', '92', '41', '8']",,[],,['Kozue Chiba']
2BR02B,,"['Short Stories', 'Science Fiction', 'Fiction', 'Classics', 'Dystopia', 'Audiobook', 'American', 'Fantasy', 'Literature', 'Science Fiction Fantasy']",,,,09/30/68,2007 ,[],Kindle Edition,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328301776l/5048174.jpg,3.95,[],138.0,2.0,,,,95.0,15878.0,15,,"['4688', '6542', '3899', '637', '112']",,[],,['Kurt Vonnegut Jr.']
22's Diary,,['Erotica'],"Erotic, explicit tale of a wanton hotwife cheating on her husband with multiple partners. Cuckolding themes along with Femdom and creampie eating.If you are offended by female domination themes, and subservient husband roles please read Fifty Shades instead. An explicit and graphic novel about the cuckolding escapades of a very wanton hotwife who humiliates and pegs her husband to keep him in line. Is castration a possibility? Creampie fun. 22's Diary a Femdom Tale by Maîtresse P banned in India and Qatar. https://en.wikipedia.org/wiki/List_of...",,,,,[],,,9781545254783,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491915230l/34838876._SY475_.jpg,4.17,[],98.0,1.0,,,,86.0,29.0,,,"['20', '2', '3', '0', '4']",,[],,['Maitresse P.']
2 A.M. at The Cat's Pajamas,,"['Fiction', 'Contemporary', 'Christmas', 'Music', 'Adult Fiction', 'Adult', 'Literary Fiction', 'Audiobook', 'Magical Realism', 'Holiday']","A sparkling, enchanting and staggeringly original debut novel about one day in the lives of three unforgettable characters Madeleine Altimari is a smart-mouthed, precocious nine-year-old and an aspiring jazz singer. As she mourns the recent death of her mother, she doesn’t realize that on Christmas Eve she is about to have the most extraordinary day—and night—of her life. After bravely facing down mean-spirited classmates and rejection at school, Madeleine doggedly searches for Philadelphia's legendary jazz club The Cat's Pajamas, where she’s determined to make her on-stage debut. On the same day, her fifth grade teacher Sarina Greene, who’s just moved back to Philly after a divorce, is nervously looking forward to a dinner party that will reunite her with an old high school crush, afraid to hope that sparks might fly again. And across town at The Cat's Pajamas, club owner Lorca discovers that his beloved haunt may have to close forever, unless someone can find a way to quickly raise the $30,000 that would save it. As these three lost souls search for love, music and hope on the snow-covered streets of Philadelphia, together they will discover life’s endless possibilities over the course of one magical night. A vivacious, charming and moving debut, 2 Am At The Cat's Pajamas will capture your heart and have you laughing out loud.",,,,August 5th 2014,[],Hardcover,,9780804140232,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385350936l/18815488.jpg,3.45,[],98.0,1.0,,,,84.0,6562.0,272,Crown,"['1036', '2165', '2298', '864', '199']",,[],,['Marie-Helene Bertino']
24 Recipes for the Diabetic Vegetarian,,[],"Eating vegetarian is not just a preference, but a choice of a healthy lifestyle. Sadly, it can be difficult for people who are diabetic to maintain this lifestyle. So, I have compiled these recipes for you:1 Peach and Black Bean Salsa with Chips2 Summer Squash and Purple Potato Salad3 Savory Mediterranean Oats4 Sweet Potato Burrito Bowl5 Watermelon and Feta Salad6 Strawberry Fields Lettuce Wraps7 Creamy Succotash Soup8 Sweet Pepper-Green Onion Quesadillas9 Spring Salad with Apricots, Almonds, and Cilantro10 Kale-Powered Pasta11 Edamame Slaw in Lettuce Cups12 Crunch Time Veggie Wrap13 Stuffed Zucchini with Black Beans, Corn, and Poblano Pepper14 Penne with Walnuts and Peppers15 Vegetable Lasagna16 Artichoke Quiche17 Veggie Sausage-Cheddar Frittata18 Black Bean and Poblano Tortilla Wraps19 Simple Veggie Tostadas20 Thai Tofu and Spicy Asian Noodles21 Spicy Asparagus-Tempeh Stir-Fry22 Black Bean Lasagna Rolls23 Field Salad with Pears and Blue Cheese24 Barley and Black Bean Salad",,,,August 27th 2015,[],Kindle Edition,,B014LHRXRA,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440875435l/26188373._SY475_.jpg,2.33,[],94.0,1.0,,,,,3.0,34,MICHAEL ZHANG,[],,[],,['Michael Zhang']
24 Cheap and Easy Gluten-Free Breakfast Recipes (Cheap Gluten-Free Recipes Book 1),,[],"Living Gluten-Free is a mandatory for some, and is a healthy choice of a lifestyle for others. Either ways, it is difficult. Especially on the wallet. Breakfast is the most important meal of the day, but is also difficult to make due to the lack of time. So, I have compiled these 24 cheap and easy breakfast recipes for those living a Gluten-Free Lifestyle: Healthy Banana Bread Chocolate Chip Oat Breakfast Bars Toasted Coconut Amaranth Porridge Quinoa Berry Breakfast Bowl Quinoa Pumpkin Pancakes Real Breakfast Cookies Quinoa Granola Lighter Gluten Free Blueberry Muffins Breakfast Macaroni and Cheese Cocoa Banana Muffins Coconut Quinoa Breakfast Bowl Mango Banana Breakfast Smoothie Healthy Banana Chocolate Chip Quinoa Flour Waffles Mexican Chocolate Breakfast Shake Lemon Ricotta Breakfast Cookies Italian Baked Egg and Vegetables Strawberry Quinoa Breakfast Breakfast Burrito Taco Wannabe Breakfast Bowl Skinny Breakfast Nachos Protein Oat Pancakes Recipe Quinoa Breakfast Skillet Sweet Potato French Toast Frittata Gluten-Free Pumpkin Cheesecake Waffles",,,,September 7th 2015,[],Kindle Edition,,B0152E2T16,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441813496l/26257634._SY475_.jpg,5.0,[],98.0,1.0,,,,100.0,1.0,29,MICHAEL ZHANG,[],,[],,['Michael Zhang']
"20th Century Boys, Band 01",,"['Manga', 'Comics', 'Graphic Novels', 'Mystery', 'Science Fiction', 'Fiction', 'Seinen', 'Thriller', 'Comics Manga', 'Japan']","Mankind would not have made the new age, encountering the crisis at the end of the last century, that almost wiped them out... if it weren't for ""them"". In 1969, ""they"" who were still in their youth, created a symbol. In 1997, as the footsteps of the disaster slowly starts to show out, the symbol revives. This is the story about several boys, that save the world.",20th Century Boys #1,,01/29/00,February 28th 2002,"['Friend', 'Kenji Endo', 'Kanna Endo', 'Choji Ochiai']",Paperback,,9783899211528,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344498367l/1308213.jpg,4.37,"[""Prix du Festival d'Angoulême for Prix de la série (2004)"", 'Mejor novedad del XXIII Salón del Manga de BCN según Ramen para dos (2017)']",227.0,3.0,,,,97.0,5961.0,210,Planet Manga,"['3225', '1968', '591', '115', '62']",,"['Japan', 'Japan']",,['Naoki Urasawa']
244 Days: A Life,,[],"OVERVIEW :Have you ever developed a best friendship through FACEBOOK?How many ways have you ever tried to convince your girl?Have you ever done loyalty test on your partner?How many times have you split up your relation and again patched up?Have you ever felt about being a patient of Love?It’s a story of one dorky couple whose love was in the sky to fly but Alas! Negative emotions and maker of their relation tricked and they got separated.The boy begged her to come back but she didn’t respond.The boy screamed but she didn’t want to hear that.At last the boy thought ‘patience is not a virtue, it’s a waste of time’ and being impatient made a blunder, when she came back to his life it had been too late. She got to know everything about being embedded to crime. He repented for his mistake and penanced. Now what do you think, can they meet again?Let’s switch to 244days-a life",,1st,,December 23rd 2013,[],Paperback,,9789350880852,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387947249l/20317261.jpg,4.32,[],100.0,1.0,,,,91.0,22.0,200,Mahaveer Publishers,"['14', '3', '3', '2', '0']",,[],,['Partha Saha']
2666,,"['Fiction', 'Literature', 'Novels', 'Spanish Literature', 'Literary Fiction', 'Latin American', 'Mystery', 'Contemporary', 'Crime', 'Classics']","A cuatro profesores de literatura, Pelletier, Morini, Espinoza y Norton, los une su fascinación por la obra de Beno von Archimboldi, un enigmático escritor alemán cuyo prestigio crece en todo el mundo. La complicidad se vuelve vodevil intelectual y desemboca en un peregrinaje a Santa Teresa (trasunto de Ciudad Juárez), donde hay quien dice que Archimboldi ha sido visto. Ya allí, Pelletier y Espinoza se enteran de que la ciudad es desde años atrás escenario de una larga cadena de crímenes: en los vertederos aparecen cadáveres de mujeres con señales de haber sido violadas y torturadas. Es el primer asomo de la novela a sus procelosos caudales, repletos de personajes memorables cuyas historias, a caballo entre la risa y el horror, abarcan dos continentes e incluyen un vertiginoso travelling por la historia europea del siglo XX. 2666 confirma el veredicto de Susan Sontag: ""el más influyente y admirado novelista en lengua española de su generación. Su muerte, a los cincuenta años, es una gran pérdida para la literatura"".",2666 #1-5,Narrativas hispánicas #366,10/28/04,October 1st 2004,"['Óscar Amalfitano', 'Oscar Fate', 'Rosa Amalfitano', 'Jean-Claude Pelletier', 'Piero Morini', 'Manuel Espinoza', 'Liz  Norton', 'Baroness von Zumpe', 'Benno von Archimboldi', 'Chucho Flores', 'Klaus Haas', 'Elvira Campo', 'Juan de Dios Martínez']",Paperback,,9788433968678,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412644327l/63032.jpg,4.22,"['BTBA Best Translated Book Award Nominee for Fiction shortlist (2009)', 'Magnesia Litera Nominee for Translation (Litera za překladovou knihu) (2013)', 'PEN Translation Prize for Natasha Wimmer (2009)', 'National Book Critics Circle Award for Fiction (2008)', 'Premio Salambó (2004)', '本屋大賞 Nominee for Translated Fiction (2013)', 'Premio Altazor for Narrativa (2005)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']",3094.0,37.0,,,,92.0,30609.0,1128,Anagrama,"['15897', '8683', '3698', '1530', '801']",,"['Santa Teresa (Mexico)', 'Paris (France)', 'Madrid (Spain)', 'London, England', 'Wilhelmshaven (Germany)', 'Buenos Aires (Argentina)', 'Hamburg (Germany)', 'Mexico City (México City) (Mexico)', 'Barcelona, Catalonia (Spain)', 'Detroit, Michigan (United States)', 'Berlin (Germany)', 'Moscow, USSR', 'Köln (Germany)', 'Paderborn (Germany)']",,['Roberto Bolaño']
22 Indigo Place,,Fiction,"When insurmountable debts force Laura Nolan to put 22 Indigo Place, her ancestral home, on the market, she is shocked when the most promising buyer turns out to be James Paden, the gorgeous class cut-up from her school days",,,,1991.0,,,0553290851,9780553290851,,http://books.google.com/books/content?id=WxwetYA5cZ0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.63,,,,,,,,,200.0,,,2458.0,,,['Sandra Brown']
28: Stories of AIDS in Africa,,"['Nonfiction', 'Africa', 'Medicine', 'Health', 'Medical', 'Short Stories', 'Canada', 'International Development', 'Biography', 'Science']","From one of our most widely read, award-winning journalists – comes the powerful, unputdownable story of the very human cost of a global pandemic of staggering scope and scale. It is essential reading for our times.In 28, Stephanie Nolen, the Globe and Mail’s Africa Bureau Chief, puts a human face to the crisis created by HIV-AIDS in Africa. She has achieved, in this amazing book, something extraordinary: she writes with a power, understanding and simplicity that makes us listen, makes us understand and care. Through riveting anecdotal stories – one for each of the million people living with HIV-AIDS in Africa – Nolen explores the effects of an epidemic that well exceeds the Black Plague in magnitude. It is a calamity that is unfolding just a 747-flight away, and one that will take the lives of these 28 million without the help of massive, immediate intervention on an unprecedented scale. 28 is a timely, transformative, thoroughly accessible book that shows us definitively why we continue to ignore the growth of HIV-AIDS in Africa only at our peril and at an intolerable moral cost.28’s stories are much more than a record of the suffering and loss in 28 emblematic lives. Here we meet women and men fighting vigorously on the frontlines of disease: Tigist Haile Michael, a smart, shy 14-year-old Ethiopian orphan fending for herself and her baby brother on the slum streets of Addis Ababa; Alice Kadzanja, an HIV-positive nurse in Malawi, where one in six adults has the virus, and where the average adult’s life expectancy is 36; and Zackie Achmat, the hero of South Africa’s politically fragmented battle against HIV-AIDS. 28 also tells us how the virus works, spreads and, ultimately, kills. It explains the connection of HIV-AIDS to conflict, famine and the collapse of states; shows us how easily treatment works for those lucky enough to get it and details the struggles of those who fight to stay alive with little support. It makes vivid the strong, desperate people doing all they can, and maintaining courage, dignity and hope against insurmountable odds. It is – in its humanity, beauty and sorrow – a call to action for all who read it.",,,,April 24th 2007,[],Hardcover,,9780676978223,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320398136l/1273062.jpg,4.28,[],93.0,1.0,,,,95.0,2189.0,416,Knopf Canada,"['1139', '657', '289', '67', '37']",,[],,['Stephanie Nolen']
2001 Cyber Space Odyssey: The Internet In The Uk Election,,[],,,,,2001,[],,,9780900432408,,,1.0,[],99.0,1.0,,,,0.0,1.0,58,Hansard Society,[],,[],,['Stephen Coleman']
2001 Nights: The Death Trilogy Overture,,"['Manga', 'Comics', 'Science Fiction', 'Graphic Novels', 'Fiction']",SCIENCE FICTION.,2001 Nights #1,,08/18/85,March 22nd 1996,[],Paperback,,9781569310564,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500140708l/295030.jpg,4.28,[],72.0,1.0,,,,97.0,195.0,246,VIZ Media LLC,"['96', '65', '28', '5', '1']",,[],,['Yukinobu Hoshino']
2001 Nights: Journey Beyond Tomorrow,,"['Manga', 'Comics', 'Science Fiction', 'Graphic Novels', 'Fiction']","Night 8: The Lights Of HeavenNight 9: Journey Beyond Tomorrow- Part 1: I Am Rocket- Part 2: A Gift From EarthNight 10: Medusa's ThroneNight 11: A Stranger's FootstepsNight 12: Symbiotic PlanetNight 13: Final EvolutionNight 14: Elliptical OrbitSince mankind has acquired the technology to travel vast distances through space, lives and loves have been sacrificed to the thrill of space exploration!Now humanity must reckon with the responsibility that accompanies such awesome power. Due to greed, the first steps to colonize other planets end in violent confrontation. Yet resources on Earth are rapidly being depleted...If the human species is to survive, people must learn to work together and share their advanced technology and the riches of the universe for the good of all!",2001 Nights #2,,12/06/85,June 22nd 1996,[],Paperback,,9781569311028,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389390251l/295031.jpg,4.32,[],71.0,1.0,,,,98.0,124.0,256,VIZ Media LLC,"['60', '47', '15', '1', '1']",,[],,['Yukinobu Hoshino']
2001 Nights: Children of Earth,,"['Manga', 'Comics', 'Science Fiction', 'Graphic Novels']",Present a collection of short tales in graphic novel format depicting man's exploration of space.,2001 Nights #3,,10/06/86,February 22nd 1996,[],Paperback,,9781569311257,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389390251l/295032.jpg,4.29,[],70.0,1.0,,,,96.0,114.0,256,VIZ Media LLC,"['55', '41', '14', '4', '0']",,[],,['Yukinobu Hoshino']
21 Lessons for the 21st Century,,"['Nonfiction', 'History', 'Philosophy', 'Science', 'Politics', 'Audiobook', 'Psychology', 'Sociology', 'Society', 'Technology']","In Sapiens, he explored our past. In Homo Deus, he looked to our future. Now, one of the most innovative thinkers on the planet turns to the present to make sense of today's most pressing issues.How do computers and robots change the meaning of being human? How do we deal with the epidemic of fake news? Are nations and religions still relevant? What should we teach our children?Yuval Noah Harari's 21 Lessons for the 21st Century is a probing and visionary investigation into today's most urgent issues as we move into the uncharted territory of the future. As technology advances faster than our understanding of it, hacking becomes a tactic of war, and the world feels more polarized than ever, Harari addresses the challenge of navigating life in the face of constant and disorienting change and raises the important questions we need to ask ourselves in order to survive.In twenty-one accessible chapters that are both provocative and profound, Harari builds on the ideas explored in his previous books, untangling political, technological, social, and existential issues and offering advice on how to prepare for a very different future from the world we now live in: How can we retain freedom of choice when Big Data is watching us? What will the future workforce look like, and how should we ready ourselves for it? How should we deal with the threat of terrorism? Why is liberal democracy in crisis?Harari's unique ability to make sense of where we have come from and where we are going has captured the imaginations of millions of readers. Here he invites us to consider values, meaning, and personal engagement in a world full of noise and uncertainty. When we are deluged with irrelevant information, clarity is power. Presenting complex contemporary challenges clearly and accessibly, 21 Lessons for the 21st Century is essential reading.",,,08/30/18,September 4th 2018,[],Hardcover,,9780525512172,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564577305l/38820046._SY475_.jpg,4.16,['Goodreads Choice Award Nominee for Nonfiction (2018)'],893.0,10.0,,,,95.0,88101.0,372,Random House,"['37935', '32513', '13226', '3084', '1343']",,[],,['Yuval Noah Harari']
28 حرف,,"['Nonfiction', 'Literature', 'Short Stories', 'Unfinished', 'Comedy', 'Humor', 'Philosophy', 'Audiobook', 'Comics']",«28 حرف» يكشف فيه حلمى بطريقة بسيطة أوجاع الوطن قبل وبعد الثورة، من خلال مجموعة من مقالات إنسانية تحمل فى مضمونها رسائل اجتماعية وسياسية، كان بعضها قد نشر تحت نفس العنوان «28 حرف».,,,01/01/12,March 2012,[],Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333608288l/13489517.jpg,3.09,[],382.0,4.0,,,,68.0,17697.0,152,دار الشروق,"['2889', '3435', '5769', '3608', '1996']",,[],,
