Eugene H. Peterson,The Message Remix (Bible in Contemporary Language),,English,,"The Message//REMIX is distinctive because the text is shaped by the hand of a pastor, Eugene H. Peterson. It features expanded introductions to each book of the Bible that explain the purpose of the book, who wrote it, and for whom it was written. The introductions help set the stage for the book and help you understand each book's unique message. A reading Bible in contemporary language, The Message//REMIX also has a unique verse-numbering system, charts and maps, and a topical guide for students. Trim size: 5 3/16 x 7 1/8",,,03/01/97,July 1st 2008,[],Hardcover,"['Christian', 'Religion', 'Reference', 'Nonfiction', 'Christianity', 'Spirituality', 'Theology', 'Faith', 'Christian Living', 'Christian Non Fiction']",,9781576834343,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439321322l/842746._SX318_.jpg,4.46,['ECPA Christian Book Award for Bibles (2006)'],210.0,3.0,,842746.The_Message_Remix,,,,,95.0,7733.0,2272,,NavPress,"['5206', '1520', '604', '194', '209']",,,[],,
Eugene H. Peterson (Translator),The Message: The New Testament in Contemporary Language,,English,,"The Message New Testament lets today's contemporary readers dive into the Scripture. Eugene H. Peterson has presented God's Word in the everyday language it was first written in.

Trim size: 4 3/16 x 6 7/8",,,01/01/93,March 17th 2003,[],Paperback,"['Christian', 'Religion', 'Reference', 'Nonfiction', 'Christianity', 'Theology', 'Spirituality', 'Christian Living', 'Faith', 'Biblical']",,9781576834305,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358993204l/989140.jpg,4.33,[],74.0,1.0,,989140.The_Message,,,,,93.0,1280.0,544,,Message,"['774', '282', '137', '46', '41']",,,[],,
Eugene Linden (Goodreads Author),"The Parrot's Lament, and Other True Tales of Animal Intrigue, Intelligence, and Ingenuity",,English,,"A gorilla shrewdly sells back a missing key chain to the highest bidder. An orangutan picks a lock to let himself out of his zoo enclosure and two elephants adopt a tag-team strategy to keep their handlers from putting them back into theirs. In The Parrot's Lament, noted environmentalist Eugene Linden offers more than one hundred true anecdotes about animal acts of cooperation, heroism, escape--even tales of deception or manipulation of human beings. Drawing on the first-person experiences of veterinarians, field biologists, researchers, and trainers, Linden has compiled a warmly entertaining and powerfully persuasive argument for animal consciousness that, while not human, far exceeds what humans usually grant animals. Scientifically sound and emotionally compelling, The Parrot's Lament contains remarkable stories that are sure to resonate with animal lovers, turning skeptics everywhere into believers.",,,10/30/99,August 1st 2000,[],Paperback,"['Nonfiction', 'Animals', 'Science', 'Nature', 'Biology', 'Anthologies']",,9780452280687,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436398707l/10476._SY475_.jpg,3.93,[],99.0,1.0,,10476.The_Parrot_s_Lament_and_Other_True_Tales_of_Animal_Intrigue_Intelligence_and_Ingenuity,,,,,94.0,428.0,224,,Plume,"['133', '159', '110', '24', '2']",,,[],,
"Eugene McCabe, Colm Tóibín (Introduction)",Death and Nightingales,,English,,"It is 1883 and against the fearsome, unforgiving beauty of the Fermanagh landscape, the fate of Beth Winters unfolds.Beth is determined to decide her own destiny but charmed by the roguish Liam Ward she seems doomed to repeat the tragic mistakes of her family’s past. Through the events of her twenty-fifth birthday, decades of pain and betrayal build to a devastating, deadly climax.",,,10/30/92,June 10th 1993,"['Elizabeth Winters', 'Billy Winters', 'Liam Ward']",Paperback,"['Historical Fiction', 'Fiction', 'Ireland', 'Irish Literature', 'Gothic', 'Novels', 'Literary Fiction', 'Literature']",,9780749398682,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1173055883l/242446._SY475_.jpg,3.69,[],99.0,1.0,,242446.Death_and_Nightingales,,,,,89.0,570.0,256,,Vintage,"['133', '208', '165', '45', '19']",,,"['County Fermanagh, Ireland']",,
Eugene O'Neill,Long Day's Journey Into Night,,,Drama,A play about a family of four psychologically disturbed people reveals aspects of the author's own life.,,,,2002.0,,,,0300093055,9780300093056,,http://books.google.com/books/content?id=43dmWfWi_2MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,,,,,,,,,,,,179.0,,,,31450.0,,,,
Eugene O'Neill,Complete Plays: 1932-1943,,,,,,,,1988.0,,,,0940450488,9780940450486,,,4.12,,,,,,,,,,,,1107.0,,,,84.0,,,,
"Eugene O'Neill, Harold Bloom (Foreword)",Long Day's Journey into Night,,English,,"Eugene O'Neill's autobiographical play Long Day's Journey into Night is regarded as his finest work. First published by Yale University Press in 1956, it won the Pulitzer Prize in 1957 and has since sold more than one million copies. This edition includes a new foreword by Harold Bloom.The action covers a fateful, heart-rending day from around 8:30 am to midnight, in August 1912 at the seaside Connecticut home of the Tyrones - the semi-autobiographical representations of O'Neill himself, his older brother, and their parents at their home, Monte Cristo Cottage.One theme of the play is addiction and the resulting dysfunction of the family. All three males are alcoholics and Mary is addicted to morphine. They all constantly conceal, blame, resent, regret, accuse and deny in an escalating cycle of conflict with occasional desperate and half-sincere attempts at affection, encouragement and consolation.",,,07/01/56,February 8th 2002,"['Edmund Tyrone', 'Mary Tyrone', 'James Tyrone', 'Jamie Tyrone']",Paperback,"['Plays', 'Drama', 'Classics', 'Fiction', 'Theatre', 'American', 'Literature', 'School', '20th Century', 'Read For School']",,9780300093056,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388252659l/12083.jpg,4.07,"['Pulitzer Prize for Drama (1957)', ""New York Drama Critics' Circle Award for Best American Play (1957)""]",3051.0,45.0,,12083.Long_Day_s_Journey_into_Night,,,,,93.0,34989.0,179,,Yale University Press,"['14256', '11827', '6573', '1717', '616']",,,['Connecticut (United States)'],,
"Eugene O'Neill, Harold Bloom (Foreword)",The Iceman Cometh,,English,,"Eugene O'Neill was the first American playwright to win the Nobel Prize in Literature. He completed The Iceman Cometh in 1939, but he delayed production until after the war, when it enjoyed a modest run in 1946 after receiving mixed reviews. Three years after O'Neill's death, Jason Robards starred in a Broadway revival that brought new critical attention to O'Neill’s dark play. In the half century since, The Iceman Cometh has gained in stature. Kevin Spacey and James Earl Jones have played Hickey. The Iceman Cometh focuses on a group of alcoholics who endlessly discuss but never act on their dreams, and Hickey, the traveling salesman determined to strip them of their pipe dreams.",,,01/01/46,August 28th 2006,"['Cora', 'Pearl', 'Harry Hope', 'Ed Mosher', 'Pat McGloin', 'Willie Oban', 'Joe Mott', 'Piet Wetjoen (The General)', 'Cecil Lewis (The Captain)', 'James Cameron (Jimmy Tomorrow)', 'Hugo Kalmar', 'Larry Slade', 'Rocky Pioggi', 'Don Parritt', 'Margie', 'Chuck Morello', 'Theodore Hickman (Hickey)', 'Moran', 'Lieb']",Paperback,"['Plays', 'Drama', 'Classics', 'Fiction', 'Theatre', 'American', 'Literature', '20th Century', 'The United States Of America', 'Classic Literature']",,9780300117431,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327871756l/111734.jpg,3.95,"[""New York Drama Critics' Circle Award Nominee for Best American Play (1947)""]",262.0,4.0,,111734.The_Iceman_Cometh,,,,,93.0,7600.0,236,,Yale University Press,"['2546', '2836', '1666', '419', '133']",,,"['Greenwich Village, New York City, New York (United States)']",,
Eugene Rogan,"The Fall of the Ottomans: The Great War in the Middle East, 1914-1920",,English,,"In 1914 the Ottoman Empire was depleted of men and resources after years of war against Balkan nationalist and Italian forces. But in the aftermath of the assassination in Sarajevo, the powers of Europe were sliding inexorably toward war, and not even the Middle East could escape the vast and enduring consequences of one of the most destructive conflicts in human history. The Great War spelled the end of the Ottomans, unleashing powerful forces that would forever change the face of the Middle East.In The Fall of the Ottomans, award-winning historian Eugene Rogan brings the First World War and its immediate aftermath in the Middle East to vivid life, uncovering the often ignored story of the region’s crucial role in the conflict. Bolstered by German money, arms, and military advisors, the Ottomans took on the Russian, British, and French forces, and tried to provoke Jihad against the Allies in their Muslim colonies. Unlike the static killing fields of the Western Front, the war in the Middle East was fast-moving and unpredictable, with the Turks inflicting decisive defeats on the Entente in Gallipoli, Mesopotamia, and Gaza before the tide of battle turned in the Allies’ favor. The great cities of Baghdad, Jerusalem, and, finally, Damascus fell to invading armies before the Ottomans agreed to an armistice in 1918.The postwar settlement led to the partition of Ottoman lands between the victorious powers, and laid the groundwork for the ongoing conflicts that continue to plague the modern Arab world. A sweeping narrative of battles and political intrigue from Gallipoli to Arabia, The Fall of the Ottomans is essential reading for anyone seeking to understand the Great War and the making of the modern Middle East.",,,,March 10th 2015,[],Kindle Edition,"['History', 'Nonfiction', 'War', 'World War I', 'Politics', 'Military History', 'World History', 'Military Fiction', 'Audiobook', 'Islam']",,9780465023073,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426972194l/24481072.jpg,4.14,['MHM Book of the Year Nominee (2016)'],99.0,1.0,,24481072-the-fall-of-the-ottomans,,,,,97.0,2855.0,512,,Basic Books,"['1021', '1298', '460', '57', '19']",,,[],,
"Eugene Trivizas, Helen Oxenbury, Ευγένιος Τριβιζάς",The Three Little Wolves and the Big Bad Pig,,English,,"When it comes time for the three little wolves to go out into the world and build themselves a house, their mother warns them to beware the big bad pig. But the little wolves' increasingly sturdy dwellings are no match for the persistent porker, who has more up his sleeve than huffing and puffing. It takes a chance encounter with a flamingo pushing a wheelbarrow full of flowers to provide a surprising and satisfying solution to the little wolves' housing crisis. Eugene Trivizas's hilarious text and Helen Oxenbury's enchanting watercolors have made this delightfully skewed version of the traditional tale a contemporary classic.",,,10/30/93,April 1st 1997,"['Big Bad Pig', 'Black Little Wolf', 'White Little Wolf', 'Gray Little Wolf', 'Mother Wolf']",Paperback,"['Picture Books', 'Childrens', 'Animals', 'Fairy Tales', 'Fiction', 'Fantasy', 'Fractured Fairy Tales', 'Folklore', 'Humor', 'Wolves']",,9780689815287,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348325585l/839077.jpg,4.21,"['Grand Canyon Reader Award for Picture Book (1995)', ""Pennsylvania Young Readers' Choice Award for Grades K-3 (1996)""]",176.0,2.0,,839077.The_Three_Little_Wolves_and_the_Big_Bad_Pig,,,,,96.0,12255.0,32,,Margaret K. McElderry Books,"['5870', '3712', '2167', '370', '136']",,,[],,
"Eugene Trivizas, Ευγένιος Τριβιζάς, Stephen West (Illustrator)",Η τελευταία μαύρη γάτα,,"Greek, Modern (1453-)",,"Σε ένα μακρινό νησί τα μέλη μιας μυστικής αδελφότητας προληπτικών πιστεύουν ότι οι μαύρες γάτες φέρνουν γρουσουζιά και αποφασίζουν να τις εξολοθρεύσουν με δηλητήρια, παγίδες και χίλιους δύο απάνθρωπους τρόπους. Σε λίγο έχουν σχεδόν επιτύχει τον σκοπό τους. Μόνο μια μαύρη γάτα έχει απομείνει ζωντανή. Τα μέλη της αδελφότητας είναι αποφασισμένα να τη βρουν και να την εξοντώσουν. Αλλά και η γάτα είναι αποφασισμένη να επιζήσει. Αυτή είναι η ιστορία ενός ανελέητου διωγμού, ενός απελπισμένου έρωτα, μιας πικρής προδοσίας - αυτή είναι η ιστορία της τελευταίας μαύρης γάτας. ""Η τελευταία μαύρη γάτα"": ένα μυθιστόρημα από τον ""ποιητή παραμυθιών"" Ευγένιο Τριβιζά που κερδίζει από την πρώτη σελίδα και κρατά αδιάπτωτο το ενδιαφέρον του αναγνώστη, μια συναρπαστική περιπέτεια που συνδυάζει τον λυρισμό με το χιούμορ, τη συγκίνηση με το μυστήριο, την απόγνωση με την ελπίδα, ένα δριμύ ""κατηγορώ"" κατά του ρατσισμού, της ξενοφοβίας και της δεισιδαιμονίας. ""Ο Ευγένιος Τριβιζάς γράφει θαυμάσια παραμύθια και θεατρικά αριστοτεχνικά και ποιητικά έργα. Μέσα στην ψυχρή επιστημονική τεχνική του εγκληματολόγου που χρησιμοποιεί τις λέξεις ως νυστέρι κρύβεται μια υπέροχη φτερωτή στολή, μια οργιάζουσα φαντασία, ένας χείμαρρος λεκτικός και ένας γοητευτικός παραμυθάς..."" -Κώστας Γεωργουσόπουλος",,,,2001,[],Paperback,"['Fiction', 'Childrens', 'Fantasy', 'Cats', 'Animals', 'Young Adult', 'Greece', 'Middle Grade', 'Literature', 'Novels']",,9789603938569,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1274653605l/8288779.jpg,4.36,[],93.0,1.0,,8288779,,,,,97.0,1913.0,359,,Ελληνικά Γράμματα,"['1008', '655', '190', '47', '13']",,,[],,
"Eugene Vodolazkin, Lisa Hayden (Translator), Evgenij Vodolazkin",Laurus,,English,,"It is the late fifteenth century and a village healer in Russia is powerless to help his beloved as she dies in childbirth, unwed and without having received communion. Devastated and desperate, he sets out on a journey in search of redemption. But this is no ordinary journey: it is one that spans ages and countries, and which brings him face-to-face with a host of unforgettable, eccentric characters and legendary creatures from the strangest medieval bestiaries. Laurus’s travels take him from the Middle Ages to the Plague of 1771, where as a holy fool he displays miraculous healing powers, to the political upheavals of the late-twentieth century. At each transformative stage of his journey he becomes more revered by the church and the people, until he decides, one day, to return to his home village to lead the life of a monastic hermit – not realizing that it is here that he will face his most difficult trial yet.Laurus is a remarkably rich novel about the eternal themes of love, loss, self-sacrifice and faith, from one of Russia’s most exciting and critically acclaimed novelists.",,,10/30/12,October 13th 2015,[],Hardcover,"['Fiction', 'Historical Fiction', 'Russia', 'Russian Literature', 'Literature', 'Historical', 'Novels', 'Fantasy', 'Religion', 'Magical Realism']",,9781780747552,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429675607l/24694092.jpg,4.26,"['Большая книга (2013)', 'Oxford-Weidenfeld Translation Prize Nominee for Lisa C. Hayden (2016)', 'Ясная Поляна for XXI век (2013)']",174.0,2.0,,24694092-laurus,,,,,94.0,5492.0,384,,Oneworld Publications,"['2879', '1546', '762', '233', '72']",,,[],,
Eugenia Price,Savannah,,English,,"Few writers have earned a place in readers' hearts as dear as Eugenia Price. Her novels entice us into a vanished world, peopled by characters who immediacy makes their joy, sorrow, heartbreak, and soaring love something we can share and savor. Eugenia Price chose Savannah, Georgia as one of the most fascinating cities of the South, as the setting of a quartet of novels that follow the fortunes of the city and families that gave it life.Orphaned Mark Browning was only twenty when he renounced his father's fortune and sailed to Savannah, his mother's birthplace...and the home of two remarkable women. The first is Eliza McQueen Mackay, his mentor's beautiful wife, whom Mark loves with a deep, pure love that can never be spoken. The other is lovely young Caroline Cameron, whose life is blighted by a secret that has tormented her grandparents for half a century--a secret that affects Mark more closely than he imagines. Desiring one woman, loved by another Mark must confront the ghosts of a previous generation, and face the evil smoldering hate, before he can truly call Savannah his home.",Savannah Quartet #1,,1983,April 15th 1997,[],Paperback,"['Historical Fiction', 'Fiction', 'Romance', 'Historical', 'Christian Fiction', 'Historical Romance', 'Southern', 'Civil War', 'Adult', '19th Century']",,9780312962326,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388701059l/572728.jpg,4.17,[],5.0,1.0,,572728.Savannah,,,,,95.0,2007.0,608,,St. Martin's Paperbacks,"['921', '650', '329', '77', '30']",,,"['Savannah, Georgia (United States)', 'Georgia (United States)']",,
Eugenia Price,Lighthouse,,English,,"From the New York Times best-selling author Eugenia Price, Lighthouse is the saga of James Gould, a young man raised in the post-Revolution North who realizes his dream of designing and building a lighthouse on St. Simons Island in Georgia after much hardship and success.",St. Simons Trilogy #1,,1971,July 1st 1999,[],Paperback,"['Historical Fiction', 'Fiction', 'Christian Fiction', 'Romance', 'Historical', 'Historical Romance', 'Christian', 'Southern', 'American', 'Inspirational']",,9781577361541,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392514862l/572714.jpg,4.14,[],4.0,1.0,,572714.Lighthouse,,,,,96.0,1432.0,352,,Turner,"['599', '512', '262', '44', '15']",,,[],,
Eugenia Price,New Moon Rising,,English,,"Horace Gould returns to St. Simons and wins the heart of lovely neighbor Deborah Abbott, who adores her Mr. Gould,"""" despite the difference in their years. She is not concerned with his rumored past, but she is saddened by his lack of faith.""""",St. Simons Trilogy #2,,10/30/69,February 1st 2000,[],Paperback,"['Historical Fiction', 'Fiction', 'Christian Fiction', 'Romance', 'Historical', 'Civil War', 'Christian', 'Southern', 'War', 'Historical Romance']",,9781577361817,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578259976l/49045.jpg,4.24,[],95.0,1.0,,49045.New_Moon_Rising,,,,,97.0,1037.0,352,,Turner,"['478', '363', '170', '23', '3']",,,[],,
Eugenia Price,The Beloved Invader,,English,,"The Beloved Invader is Anson Dodge, a wealthy young Northerner, who, when he came south to St. Simons Island, found God and lost his heart to the beautiful land. Called into the ministry, Anson becomes the pastor of the little island church and gives his life to the people there. His wife, Ellen, also loves St. Simons and its inhabitants, but despite their caring, many of the islanders turn their war-inspired distrust of Yankees against the Dodges. There are a few, like the Goulds, who open their hearts and homes, and Anna Gould falls in love with Anson - both she and Ellen devote themselves to him. When tragedy strikes at the heart of the little community, they seek consolation for their grief, struggling with their faith and attempting to rebuild their dreams.",St. Simons Trilogy #3,,1965,July 8th 2000,[],Paperback,"['Historical Fiction', 'Fiction', 'Romance', 'Christian Fiction', 'Historical', 'Southern', 'Novels', 'Civil War', 'Inspirational', 'Christian']",,9781577362043,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388190747l/228286.jpg,4.2,[],3.0,1.0,,228286.The_Beloved_Invader,,,,,96.0,1043.0,320,,Turner,"['481', '332', '189', '37', '4']",,,[],,
Eugenio Corti,The Red Horse,,English,,"Eugenio Corti A literary phenomenon in Italy, The Red Horse a European bast-seller, was voted the best Italian novel of the decade in a public survey. Its success had gone far beyond Italy, as the book has been translated into Spanish, French, Japanese and three other languages. This epic historical novel about World War II and after, written from the author's own personal experiences as an Italian Freedom Fighter, is a profoundly moving account of the war, those who fought in it on both sides, and the effects the war had on families in the author's hometown in Italy. On a wider scale, it is a faithful witness to the actual events of the war - including the role of historical personages who appear, the Russian campaign, the Nazi barbarism, the Communist gulag, the North Italian resistance, and political life in the two decades following the war. This world, filled with powerful personalities, drama and clashing armies, bathes in the light of the truth. What makes this truly historical novel, with its epic scope, a masterpiece is the underlying spiritual dimensions of the protagonist, his family and friends, which illuminates the ongoing tragedy of the war and its aftermath. In the end, it is a story of faith and hope in a world reduced to barbarism and cruelty. Born in 1921 in Lombardy, Eugenio Corti joined the Italian Freedom Fighters. From his experiences of the tragic retreat from Russia, Corti wrote a fascinating chronicle, Most Did Not Return, and a book about the Italian Freedom Fighters, The Last Soldiers of the King.",,,10/30/83,June 1st 2002,[],Hardcover,"['Fiction', 'Historical Fiction', 'World War II', 'War', 'Literature', '20th Century', 'Italy']",,0008987093428,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349005956l/1658360.jpg,4.23,[],100.0,1.0,,1658360.The_Red_Horse,,,,,95.0,195.0,1015,,Ignatius Press,"['100', '51', '34', '8', '2']",,,[],,
"Eugenio Montale, Giorgio Zampa (Editor)",Tutte le poesie,,Italian,,"Per Montale la realtà è segnata da una insanabile frattura fra l'individuo e il mondo, che provoca un senso di frustrazione e di estraneità, un malessere esistenziale. Rispetto a questa visione, la poesia si pone per Montale come espressione profonda e personale della propria ricerca di dignità e del tentativo più alto di comunicare fra gli uomini. L'opera di Montale è, infatti, sempre sorretta da un'intima esigenza di moralità, ma priva di qualunque intenzione moralistica: egli, infatti, non si propone come guida spirituale o morale per gli altri; attraverso la poesia tenta di esprimere la necessità dell'individuo di vivere nel mondo accogliendo con dignità la propria fragilità e la propria debolezza.Il volume racchiude le seguenti raccolte di versi: Ossi di seppia 1920-1927Le occasioni 1928-1939La bufera e altro 1940-1954Satura 1962-1970Diario del '71 e del '72 Quaderno di quattro anni Altri versiQuaderno di traduzioni Poesie disperse",,Grandi Classici #8,11/06/84,October 1st 1990,[],Paperback,"['Poetry', 'Italian Literature', 'Fiction', 'Nobel Prize', 'Classics']",,9788804340485,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350995271l/1495678.jpg,4.63,[],86.0,1.0,,1495678.Tutte_le_poesie,,,,,99.0,461.0,1192,,A. Mondadori,"['324', '108', '24', '4', '1']",,,[],,
"Eugenio Montale, William Arrowsmith (Translator)",Cuttlefish Bones,,English,,"Cuttlefish Bones, his epoch-making first book, completes the trio of books (with the previously published 'The Occasions' and 'The Storm and Other Things') that won Eugenio Montale (1896-1981) the Nobel Prize in Literature and established him as the Greatest Italian poet since Leopardi. The renowned classicist, translator, and critic William Arrowsmith translated all three volumes.""Virtually incomparable. . . . Arrowsmith has quite literally distilled this poetry's essence in order to recompose it with all of its colors, scents, and exquisitely understated potency intact."" — Rebecca West",,,1925,August 17th 1994,[],Paperback,"['Poetry', 'Classics', 'Italian Literature', 'Nobel Prize', 'Italy', '20th Century', 'Literature', 'Fiction']",,9780393311716,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586094188l/11382.jpg,4.37,[],39.0,1.0,,11382.Cuttlefish_Bones,,,,,96.0,1025.0,304,,W. W. Norton Company,"['591', '279', '119', '19', '17']",,,[],,
"Eugène Delacroix, Lucy Norton (Translator), Hubert Wellington (Editor, Introduction)",The Journal of Eugene Delacroix (Phaidon Arts and Letters),,English,,"Delacroix's Journal is one of the great documents in art history, a magnificent work of literature as well as vital documentary source for scholars and students. In it the artist discusses his own paintings, his life, his sorrow and hopes; the paintings and sculptures of Rubens, Michelangelo, Constable, Bonington and others: old and new literature and the music of Mozart, Rossini and Chopin, the events of his time.This revival of a famous Phaidon series brings together in an elegant format some of the best-known writings of renowned artists, critics and interpreters of our cultural tradition. Each book, an acknowledged classic, provides insights not only into the worlds of the arts and cultural history, but also into the creative and intellectual preoccupations of its author and his time. These Phaidon editions have an introduction and notes by a distinguished editor and a wide range of illustrations specially chosen to complement the text.",,,11/05/93,August 24th 1995,[],Paperback,"['Art', 'Biography', 'Nonfiction', 'Memoir', 'Art History', 'Biography Memoir', 'Autobiography', 'History', 'France', '19th Century']",,9780714833590,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377910640l/606409.jpg,4.32,[],76.0,1.0,,606409.The_Journal_of_Eugene_Delacroix,,,,,96.0,193.0,570,,Phaidon Press,"['108', '48', '29', '6', '2']",,,[],,
Eugène Ionesco,Rhinoceros,The Chairs ; The Lesson,,French drama,"This volume contains English translations of three plays by Ionesco, one of the founding fathers of the theatre of the absurd. Tragic, farcical, alive and kicking, they can be read as a way to liberation.",,,,2000.0,,,,0141184299,9780141184296,,http://books.google.com/books/content?id=_-54PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01,,,,,,,,,,,,224.0,,,,5209.0,,,,
Eugène Ionesco,"The Bald Soprano, and Other Plays",,,Drama,Four original plays by French author Eugène Ionesco.,,,,1982.0,,,,0802130798,9780802130792,,http://books.google.com/books/content?id=WvvCJY7UPE8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.04,,,,,,,,,,,,160.0,,,,5459.0,,,,
Eugène Ionesco,"Exit the King, The Killer, and Macbett",Three Plays,,Drama,"Presents three plays by twentieth-century dramatist Eugene Ionesco, including ""Exit the King,"" which traces the final hours of the once-great King Berenger the First; ""The Killer,"" a study of pure evil; and ""Macbett,"" a spoof of the Shakespearean tragedy.",,,,1985.0,,,,0802151108,9780802151100,,http://books.google.com/books/content?id=XoeGOqalOCkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11,,,,,,,,,,,,105.0,,,,174.0,,,,
Eugène Ionesco,The Hermit,,,,"In his only novel, the celebrated dramatist has chosen as his main character a man who is both utterly banal yet strangely touched with grace, a lowly clerk who is none-the-less prey to luminous visions. At 35 he quits the ""rat-race"" thanks to an unexpected inheritance and devotes himself to his secret passion: observing and meditating on the human condition. ""It may well be"" wrote the French critic François Nourissier in Le Point, ""that in a few years we will come to realize that The Hermit is one of the essential works of our time, probing and detailing the illness of our century.",,,10/30/73,March 1st 1991,[],Paperback,"['Fiction', 'Classics', 'France', 'Romanian Literature', 'Romania', 'French Literature', 'Plays', 'Roman', 'Philosophy']",,9780714539898,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1239082824l/12098.jpg,3.81,[],98.0,1.0,,12098.The_Hermit,,,,,91.0,532.0,169,,Riverrun Pr,"['143', '198', '145', '38', '8']",,,[],,
Eugène Ionesco,La Cantatrice chauve / La Leçon,,French,,"Mme Smith : Tiens, il est neuf heures. Nous avons mangé de la soupe, du poisson, des pommes de terre au lard, de la salade anglaise. Les enfants ont bu de l'eau anglaise. Nous avons bien mangé ce soir. C'est parce que nous habitons dans les environs de Londres et que notre nom est Smith...",,Folio #236,10/30/70,October 26th 1972,[],Mass Market Paperback,"['Plays', 'France', 'Theatre', 'Classics', 'Drama', 'Fiction', 'French Literature', 'School', 'Read For School', '20th Century']",,9782070362363,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341447674l/27737.jpg,3.9,[],123.0,2.0,,27737.La_Cantatrice_chauve_La_Le_on,,,,,89.0,7123.0,150,,Gallimard,"['2538', '2352', '1452', '543', '238']",,,[],,
Eugène Ionesco,Rhinocéros,,French,,"""Tous les chats sont mortels. Socrate est mortel. Donc Socrate est un chat."" Tout langage stéréotypé devient aberrant. C'est ce que Ionesco démontre dans Rhinocéros, pièce qui a tout d'abord vu le jour sous la forme d'une nouvelle. Partisan d'un théâtre total, il porte l'absurde à son paroxysme en l'incarnant matériellement. Allégorie des idéologies de masse, le rhinocéros, cruel et dévastateur, ne se déplace qu'en groupe et gagne du terrain à une vitesse vertigineuse. Seul et sans trop savoir pourquoi, Bérenger résiste à la mutation. Il résiste pour notre plus grande délectation, car sa lutte désespérée donne lieu à des caricatures savoureuses, à des variations de tons et de genres audacieuses et anticonformistes. La sclérose intellectuelle, l'incommunicabilité et la perversion du langage engendrent des situations tellement tragiques qu'elles en deviennent comiques, tellement grotesques qu'elles ne peuvent être que dramatiques. On a dit du théâtre de Ionesco qu'il était engagé ; il l'est, en faveur de l'individu, menacé de marginalisation quand, malgré ses faiblesses, il parvient à résister aux tentations avilissantes qu'il a lui-même fait naître.`",,,10/30/59,August 3rd 1992,[],Paperback,"['Plays', 'Theatre', 'France', 'Classics', 'Drama', 'Fiction', 'French Literature', 'School', 'Literature', '20th Century']",,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366248012l/27736.jpg,3.88,[],99.0,1.0,,27736.Rhinoc_ros,,,,,92.0,10802.0,246,,Editions Gallimard,"['3224', '4145', '2556', '659', '218']",,,[],,
Eugène Le Roy,Jacquou Le Croquant,,,,"C'est un obscur fonctionnaire de Montignac, en Dordogne - Eugène Le Roy -, qui réalisera, vingt ans après la mort de Michelet, le voeu célèbre de l'historien d'écrire un livre populaire : un livre qui s'adresse au peuple, lui raconte son histoire, exprime sa révolte à l'égard des puissants qui l'oppriment et son inquiétude face à la disparition du monde rural et des modes de vie traditionnels. Dans une œuvre à la fois naïve et colorée, sombre et cruelle, Le Roy met la fiction au service de la mémoire collective. Il offre, en même temps qu'un document sur la vie rurale - symbole de toutes les souffrances paysannes dans le bas Périgord au début du XIXe siècle -, un roman d'aventures militant, dans lequel le discours sur la France de cette époque double en permanence le récit d'une révolte paysanne sous la Restauration ; un conte auquel ne manquent ni les loups ni les sorcières, mais un conte politique, animé par la revendication de justice sociale et traversé par le souffle immense de l'épopée révolutionnaire.",,,01/01/99,Published,[],,"['Classics', 'France', 'Historical Fiction', 'Novels', 'Fiction']",,9782355690242,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328376269l/3789846.jpg,3.46,[],98.0,1.0,,3789846-jacquou-le-croquant,,,,,85.0,118.0,468,,De Borée,"['20', '37', '43', '13', '5']",,,[],,
