title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
名探偵コナン 20,,"['Manga', 'Mystery', 'Comics', 'Komik', 'Fiction', 'Detective', 'Shonen', 'Graphic Novels', 'Young Adult', 'Crime']","Conan, Kogoro Mouri and Ran wants to watch Yokoo concert but involved in closed room murder instead.",名探偵コナン [Meitantei Conan] #20,,01/01/98,July 18th 1998,[],Paperback,,9784091250506,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329729621l/1953735.jpg,4.3,[],91.0,1.0,,,,98.0,1476.0,184,小学館,"['755', '447', '241', '26', '7']",,[],,['Gosho Aoyama']
સરસ્વતીચંદ્ર (Saraswatichandra),,"['Novels', 'India', 'Romance']","-'સરસ્વતીચંદ્ર' ગુજરાતનો ગરવો ગ્રંથમણિ છે. ઈ.૧૮૮૫નિ આસપાસના સંક્રાંતિકાળનું-વિશેશ્ભાવે ગુજરાતનું , છતાં વ્યાપક ભાવે સમગ્ર ભારતનું-સુવીશાળ, તલાવગાહી, આર્શદ્ર્ષ્ટિયુક્ત દર્શન 'સરસ્વતીચંદ્ર'માં રહેલું છે.",Sarasvatichandra #1-4,,10/30/87,Published,[],Hardcover,,9788184805031,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493118560l/34957486._SY475_.jpg,4.14,[],100.0,1.0,,,,87.0,381.0,358,Gurjar,"['220', '76', '35', '19', '31']",,[],,['Govardhanram Madhavram Tripathi']
#Murdertrending,,"['Young Adult', 'Mystery', 'Horror', 'Thriller', 'Dystopia', 'Mystery Thriller', 'Fiction', 'Science Fiction', 'Suspense', 'Teen']","@doctorfusionbebop: Some 17 y. o. chick named Dee Guerrera was just sent to Alcatraz 2.0 for killing her stepsister. So, how long do you think she'll last? @morrisdavis72195: I hope she meets justice! She'll get what's coming to her! BWAHAHA!@EltonJohnForevzz: Me? I think Dee's innocent. And I hope she can survive.WELCOME TO THE NEAR FUTURE, where good and honest citizens can enjoy watching the executions of society's most infamous convicted felons, streaming live on The Postman app from the suburbanized prison island Alcatraz 2.0. When seventeen-year-old Dee Guerrera wakes up in a haze, lying on the ground of a dimly lit warehouse, she realizes she's about to be the next victim of the app. Knowing hardened criminals are getting a taste of their own medicine in this place is one thing, but Dee refuses to roll over and die for a heinous crime she didn't commit. Can Dee and her newly formed posse, the Death Row Breakfast Club, prove she's innocent before she ends up wrongfully murdered for the world to see? Or will The Postman's cast of executioners kill them off one by one?",MurderTrending #1,,,August 7th 2018,[],Hardcover,,9781368010023,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503680360l/34521785._SY475_.jpg,3.77,[],187.0,2.0,,,,89.0,4215.0,352,Freeform,"['1149', '1489', '1131', '341', '105']",,[],,['Gretchen McNeil']
სამოსელი პირველი,,"['Georgian', 'Fiction', 'Magical Realism']","თანამედროვე ქართველი კლასიკოსი მწერალის გურამ დოჩანაშვილის ყველაზე ცნობილი ნაწარმოები. ""სამოსელი პირველის"" სიუჟეტი თავგადასავლის მაძიებელი ჭაბუკის დომენიკოს ტიპური ამბავია, რომელზეც დიდად იმოქმედა იდუმალებით მოცული კაცის - ლტოლვილის ნაამბობმა. დომენიკო ტოვებს მშობლიურ სახლ-კარს, მამას და მიდის ""ლამაზ ქალაქში"". თანდათან მრავალი ადამიანთან ურთიერთობისას, იგი მიხვდება, თუ რა არის მეგობრობა, სიყვარული, სიკეთე, ბოროტება, გულწფელობა, პატიოსნება. ეს არის წიგნი სიკეთისა და ბოროტების შეცნობაზე, მას თამამად შეიძლება ვუწოდოთ ""ცხოვრების წიგნი"".",,,10/29/75,2011,"['დომენიკო', 'მიჩინიო', 'მარშალი ბეტანკური', 'მენდეს მესიელი', 'ალექსანდრო', 'გვეგვე', 'ტერეზა', 'დულიო', 'მამიდა არიადნა', 'კონჩეტინა', 'ჯულიო', 'ჟოაო აბადო', 'მოხუცი სანტოსი', 'დონ დიეგო', 'ზე მორეირა', 'მანუელო კოსტა', 'პოლოვნიკი სეზარი', 'ჩიჩიო', 'ოთო ექიმი']",Hardcover,,9789941103179,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1315413252l/10569269.jpg,4.71,[],193.0,2.0,,,,97.0,1427.0,664,მერიდიანი,"['1165', '168', '58', '21', '15']",,[],,['Guram Dochanashvili']
روح السياسة,,['Politics'],هو كتاب اجتماعي عُنِيَ فيه «غوستاف لوبون» بالحديث عن الروح السياسية للجماعات باعتبارها قاطرة الحياة الفكرية التي تقود معارك الجماعات في كافَّة الميادين الإنسانية الأخرى؛ كالميدان الاقتصادي والعسكري والاجتماعي، وقد تحدَّث الكاتب في هذا الكتاب عن مجموعة من القضايا المحورية أبرزها حديثه عن مدى استبداد الأنظمة القمعية، وعن رفض التيارات الاشتراكية الأوروبية — آنذاك — لاحتكار الحركات الرأسمالية لمُقَدرات الحُكم، وينتقل الكاتب بعد ذلك إلى البحث في النتائج المترتبة على تطبيق مناهج التربية الأوروبية على الشعوب المتأخرة، ويتحدث أيضًا عن النَّهج الاستعماري لدول أوروبا التي تستبيح مقدرات الشعوب بشرعية الوهم الذي تسميه الحرية موضحًا عددًا من جرائم القتل السياسي وصور التعصب والاضطهاد الديني التي تُوصَمُ بها بعض المجتمعات.,,,,,[],Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412755422l/17384176.jpg,3.45,[],96.0,1.0,,,,84.0,93.0,258,,"['14', '32', '32', '12', '3']",,[],,['Gustave le Bon']
جوامع الكلم,,"['Philosophy', 'Politics']",يَعْمَد الكاتب في هذا الكتاب إلى تلخيص بعض الأفكار المنثورة في صورة قضايا جامعة؛ لأن الصيغ المختصرة تأخذ الألباب وتبقى عالقةً في الذاكرة، وطريقة الأفكار الموجزة هي الطريقة المُثلى التي يستعين بها العقل في تناول الحقائق المركبة. وقد تناول الكاتب القضايا الذاتية، والأخلاقية، والسياسية، والاجتماعية، والقومية؛ باعتبار أنَّ هذه القضايا هي الأكثر مصيرية في حياة الأمم، واستطاع أن يختزلها في صورة عباراتٍ موجزة متقنة، تدلل على مبدأ أنه «كلما اتسعت الرؤية ضاقت العبارة».,,,,2013,[],Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364219181l/17678653.jpg,3.08,[],76.0,1.0,,,,73.0,100.0,52,,"['13', '18', '42', '18', '9']",,[],,['Gustave le Bon']
سيكولوجية الجماهير,,"['Psychology', 'Nonfiction', 'Sociology', 'Politics', 'Philosophy', 'History', 'France', 'Classics', 'Social Science', 'Science']",يرى المؤلف أن الجماهير لا تعقل، فهي ترفض الأفكار أو تقبلها كلا واحداً، من دون أن تتحمل مناقشتها. ومايقوله لها الزعماء يغزو عقولها سريعاً فتتجه إلى أن تحوله حركة وعملاً، ومايوحي به إليها ترفعه إلى مصاف المثال ثم تندفع به، في صورة إرادية، إلى التضحية بالنفس. إنها لا تعرف غير العنف الحادّ شعوراً، فتعاطفها لا يلبث أن يصير عبادة، ولا تكاد تنفر من أمر ما حتى تسارع إلى كرهه.وفي الحالة الجماهيرية تنخفض الطاقة على التفكير، ويذوب المغاير في المتجانس، بينما تطغى الخصائص التي تصدر عن اللاوعي.وحتى لو كانت الجماهير علمانية، تبقى لديها ردود فعل دينية، تفضي بها إلى عبادة الزعيم، وإلى الخوف من بأسه، وإلى الإذعان الأعمى لمشيئته، فيصبح كلامه دوغما لا تناقش، وتنشأ الرغبة إلى تعميم هذه الدوغما. أما الذين لا يشاطرون الجماهير إعجابها بكلام الزعيم فيبحون هم الأعداء، لا جماهير من دون قائد كما لا قائد من دون جماهير. كتب لوبون قبل قرن من الزمن.للتحميل: https://docs.google.com/uc?export=dow...,,الثالثة,10/28/95,2011,[],Paperback,,9781855168152,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311337803l/12091888.jpg,3.86,[],264.0,3.0,,,,93.0,11136.0,200,دار الساقي,"['2959', '4691', '2676', '604', '206']",,[],,['Gustave le Bon']
جامع الكتب,,"['Fiction', 'Mystery', 'Historical Fiction', 'Novels', 'Suspense', 'Gothic', 'Mystery Thriller', 'Crime', 'Literary Fiction', 'Thriller']","""مرت ثلاث سنوات على تلك الليلة التي قتل فيها ""دانيال"" ""جوليانا""، وبدا صوته القادم عبر الهاتف كأنه صوت شخص آخر غيره.. وكأن شيئًا لم يكن، اتصل بي ليدعوني إلى الغداء، كما لو أن الغداء معه لا يزال يعني الذهاب إلى مطعم تم اختياره بدون اهتمام، أو إلى غرفة المعيشة في منزل أبويه. […] اعتاد ""دانيال"" أن يقضي في حجرته يومه كاملاً، يوماً بعد يوم، وأسبوعاً بعد أسبوع، يحاول فك شفرة ملاحظات هامشية دونت في مجلدات لم يعد أحد يقرؤها، ويتناول إفطاره وغداءه مرتديًا بيجامته، ممددًا ساقيه فوق المكتب، وبيسراه عدسة مكبرة، وعلى وجهه علامات اندهاش كبيرة. آنذاك، لم يكن من اللازم دخول ذاك المكان الآخر.. ذاك المكان المرعب، حيث كانوا يحتجزونه، أو حيث كان بالأحرى يحتجز نفسه هربًا من سجن أكبر"".",,,01/01/10,2016,[],Paperback,,9789773192525,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455800902l/29217417._SX318_.jpg,3.23,[],100.0,1.0,,,,77.0,588.0,279,العربي للنشر والتوزيع,"['68', '163', '224', '100', '33']",,[],,['Gustavo Faverón Patriau']
"""Dead Rock Stars""",,[],"Emma Imrie was a Plath-obsessed, self-taught teenage musician dreaming of fame, from a remote village on the Isle of Wight. She found it too, briefly becoming a star of the nineties Camden music scene. But then she died in mysterious circumstances.In the aftermath of Emma's death, her younger brother, Jeff, is forced by their parents to stay at the opulent home of childhood friends on the island.During a wild summer of beach parties and music, Jeff faces up to the challenges that come with young love, youthful ambition and unresolved grief. His sister's prodigious advice from beyond the grave becomes the only weapon he has against an indifferent world. As well as the only place where the answers he craves might exist...",,First,,September 14th 2020,[],Kindle Edition,,9798667780991,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597069744l/54871672._SY475_.jpg,4.76,[],96.0,1.0,,,,100.0,17.0,,Darkstroke,"['14', '2', '1', '0', '0']",,[],,['Guy Mankowski']
العرس السري,,[],,,,,2008,[],,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295557773l/10276709.jpg,2.4,[],99.0,1.0,,,,36.0,25.0,70,أزمنة,"['4', '3', '2', '6', '10']",,[],,['Gérard Caramaro']
بلد العميان,,"['Short Stories', 'Classics', 'Fiction', 'Science Fiction', 'Fantasy', 'Novels', 'Literature', 'British Literature', 'Philosophy', 'Science Fiction Fantasy']",مَرضٌ غَريبٌ يَجتاحُ سُكانَ وَادٍ مَعزولٍ بَيْنَ الجِبال، يَتسبَّبُ في فِقدانِ الناسِ أبصارَهُم شَيئًا فشَيئًا، ويُورثُه كلُّ جِيلٍ للجِيلِ الذي يَلِيه، إلى أنْ يأتيَ عليهم زَمنٌ لا يَكونُ فِيهِ مُبصِرٌ واحِد، وتُصبحُ كلمةُ «الإبصار»، وكلُّ ما يَتعلَّقُ بها مِن كلماتٍ تَصِفُ ما تَرَاه العَيْن، بَعِيدةً تَمامَ البُعدِ عَن قاموسِ هؤلاءِ الناس، ولا يَعرِفونَ لها أيَّ مَعنًى، بَل أيضًا يُصبِحُ وادِيهِمُ البَعيدُ عَن عالَمِ البَشرِ هو الكَونَ بأَسْرِه بالنِّسبةِ إليهم، ولا شيءَ سِواه. وذاتَ يَومٍ تُلقِي الأقدارُ بأحدِ الغُرَباءِ المُبصِرينَ إلى بَلدِ العُمْيان، فمَاذا تُراهُ يَفعَل؟ ومَاذا تُراهُم يَفعَلونَ به؟ وهَلْ تَصدُقُ في حَقِّه المَقُولةُ القَدِيمة: «في بلدِ العُمْيانِ يَكونُ الأَعْورُ مَلِكًا»؟للتجميل مجانًا:https://www.hindawi.org/books/15252631/,,,04/30/04,2018,['Nunez'],,,9780554240299,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526546702l/40136628.jpg,3.87,[],96.0,1.0,,,,95.0,3959.0,28,مؤسسة هنداوي,"['971', '1757', '1026', '171', '34']",,[],,['H. G Wells']
მყინვარისპირეთი,,"['Fiction', 'Scandinavian Literature', 'Nobel Prize', 'Novels', 'Classics', 'Literary Fiction', 'Literature', 'Religion', '20th Century', 'Humor']","""მყინვარისპირეთი"", სხვა თუ არაფერი, ფილოსოფიური და ზმანებათა რომანი მაინც არის. ის ასევე ერთ-ერთი ყველაზე სასაცილო წიგნია, რაც კი ოდესმე დაწერილა. რომანში მკითხველს ხელთ შერჩება ანტილიტერატურა. ეს არის მომზადებული ან მომზადების პროცესში მყოფი დოკუმენტი... ლაქსნესის ოსტატურად გადაწყვეტილი დიზაინი ორ განშტოებად იშლება მოხსენებით ბარათში. ერთი მხრივ, ესაა ანგარიშის ჩაბარება მკითხველისთვის ხან პირველ პირში, ხანაც შეულამაზებელი დიალოგის ფორმით. ""მყინვარისპირეთი"" არის ჩინებული რომანი ყველაზე ამბიციური შეკითხვების შესახებ."" (სიუზან სონტაგის წინასიტყვაობიდან)",,,11/06/68,2012,"['Embi', 'Pastor Jón Prímus', 'Úa']",Paperback,,9789941440878,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404838723l/22681862.jpg,3.59,[],72.0,1.0,,,,85.0,2033.0,250,ინტელექტი,"['412', '740', '586', '221', '74']",,['Snæfellsjökull (Iceland)'],,['Halldór Laxness']
ترکیب بندی در عکاسی,,"['Photography', 'Art', 'Nonfiction']",کتابی درمورد ترکیب اشیا و تصویر و زاویه بندی تصویر در عکس ها,,,11/06/77,Published,[],text,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317898749l/216400.jpg,3.94,[],91.0,1.0,,,,95.0,205.0,107,سروش,"['64', '76', '55', '9', '1']",,[],,['Harald Mante']
विकलांग श्रद्धा का दौर,,"['Essays', 'Short Stories']","श्रद्धा ग्रहण करने की भी एक विधि होती है| मुझसे सहज ढंग से अभी श्रद्धा ग्रहण नहीं होती| अटपटा जाता हूँ| अभी 'पार्ट टाइम' श्रधेय ही हूँ| कल दो आदमी आये| वे बात करके जब उठे तब एक ने मेरे चरण छूने को हाथ बढाया| हम दोनों ही नौसिखुए| उसे चरण चूने का अभ्यास नहीं था, मुझे छुआने का| जैसा भी बना उसने चरण छु लिए| पर दूसरा आदमी दुविधा में था| वह तय नहीं कर प् रहा था कि मेरे चरण छूए य नहीं| मैं भिखारी की तरह उसे देख रहा था| वह थोडा-सा झुका| मेरी आशा उठी| पर वह फिर सीधा हो गया| मैं बुझ गया| उसने फिर जी कदा करके कोशिश की| थोडा झुका| मेरे पाँवो में फडकन उठी| फिर वह असफल रहा| वह नमस्ते करके ही चला गया| उसने अपने साथी से कहा होगा- तुम भी यार, कैसे टूच्चो के चरण छूते हो|",,,11/05/81,2015,[],Paperback,,9788126701179,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570034350l/12840933._SY475_.jpg,4.24,['Sahitya Akademi Award for Hindi (1982)'],95.0,1.0,,,,94.0,155.0,148,राजकमल प्रकाशन,"['77', '54', '14', '4', '6']",,[],,['Harishankar Parsai']
"""Repent, Harlequin!"" Said the Ticktockman",,"['Science Fiction', 'Short Stories', 'Fiction', 'Dystopia', 'Fantasy', 'Classics', 'Horror', 'Speculative Fiction', 'Science Fiction Fantasy', 'Audiobook']",A rebel inhabits a world where conformity and punctuality are top priorities and the Ticktockman cannot accept the Harlequin's presence in his perfectly ordered world.,,,12/29/65,October 1st 1997,[],Hardcover,,9781887424356,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171217501l/90629.jpg,4.19,"['Hugo Award for Best Short Fiction (1966)', 'Nebula Award for Best Short Story (1965)', 'Prometheus Hall of Fame Award (2015)']",248.0,3.0,,,,96.0,2736.0,48,Underwood Books,"['1246', '903', '468', '100', '19']",,[],,"['Harlan Ellison', 'Rick Berry']"
ハイキュー!! 1 日向と影山 [Haikyū!! 1 Hinata to Kageyama],,"['Manga', 'Sports', 'Comics', 'Graphic Novels', 'Shonen', 'Young Adult', 'Fiction', 'Contemporary', 'Anime', 'Comics Manga']","「日向と影山」
おれは飛べる！！　バレーボールに魅せられ、中学最初で最後の公式戦に臨んだ日向翔陽。だが、「コート上の王様」と異名を取る天才選手・影山に惨敗してしまう。リベンジを誓い烏野高校バレー部の門を叩く日向だが！？",ハイキュー!! / Haikyū!! #1,ジャンプコミックス / Jump Comics,,June 4th 2012,[],Paperback,,9784088704531,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388037922l/20318855.jpg,4.61,[],88.0,1.0,,,,98.0,14178.0,192,集英社 / Shūeisha,"['10263', '2740', '853', '166', '156']",,[],,['Haruichi Furudate']
Žmogaus Avies Kalėdos,,"['Short Stories', 'Japanese Literature', 'Fantasy', 'Philosophy']","Tai šiltas pasakojimas apie Žmogaus Avies nuotykius paslaptingoje šalyje, kurioje jis atsiduria bandydamas panaikinti užkerėjimą. Toje šalyje jis sutinka daug nepaprastų veikėjų – Sukčių Dešinėn ir Sukčių Kairėn, Dvynes 208-ąją ir 209-ąją, ponią Jūrvarnę ir Ničnieką, kuriuos įsivaizduoti padeda mieli Maki Sasaki piešinėliai. Patyręs daug linksmų nesusipratimų ir susidraugavęs su savo pagalbininkais Žmogus Avis pagaliau atranda pačią Kalėdų šventę, į kurią dabar esate kviečiami ir Jūs.",,,November 15th 1985,2005,['The Sheep Man'],Hardcover,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353664801l/16166065.jpg,3.85,[],25.0,1.0,,,,94.0,137.0,68,Baltos lankos,"['37', '51', '41', '7', '1']",,[],,['Haruki Murakami']
دیدن دختر صددرصد دلخواه در صبح زیبای ماه آوریل,,"['Short Stories', 'Fiction', 'Japan', 'Japanese Literature', 'Romance', 'Magical Realism', 'Literature', 'Contemporary', 'Novels', 'Asia']",این کتاب شامل 7 داستان از موراکامی است که شش داستان آن از مجموعه «بید نابینا، زن خفته» و داستان دیگر از مجموعه «فیل ناپدید می‌شود» انتخاب شده است. «سال اسپاگتی»، «میمون شیناگاوا»، «قلوه سنگی که هر روز جا به جا می شود»، «دیدن دختر صددرصد دلخواه در صبح زیبای آوریل»، «اسفرود بی دم» و «مرد یخی» عناوین داستان های این کتاب است که اغلب حول محور یک زن و مرور کوتاه زندگی او نوشته شده است. استفاده از کلمات ساده و تاثیر گذار در کنار وجود اسامی شرقی و توصیف زندگی شرقی در بعضی داستان ها همراه با بازی با کلمات و دیالوگ های کوتاه و تاثیر گذار شخصیت های داستان، بر جذابیت این کتاب افزوده است. در بخشی از این کتاب می خوانیم: «در یکی از فرعی ‌های تنگِ منطقه شیکِ ‌هاراجوکوِ توکیو از کنار دختر صددرصد ایده‌الم رد می‌شوم. راستش را بخواهید، آن‌قدر‌ها خوشگل نیست. هیچ ویژگی خاصی ندارد. لباس‌هایش ابداً استثنائی نیستند. از خواب بیدار شده و مو‌های پشت سرش تاخورده است. جوان هم نیست. با این وجود از پنجاه یاردی می‌تونم بفهمم: او دختر صددرصد ایده‌ال من است. لحظه‌ای که می‌بینمش، قلبم از سینه‌ام بیرون می‌زند و د‌هانم مانند چوب خشک است. تیپ محبوب خود شما می‌تواند دختری باشد که قوزک پا‌هایش، ظریف است یا چشمانش درشت و یا انگشتانش کشیده است. یا این‌که بی‌جهت مجذوب دختری می‌شوید که وقتش را سر غذا تلف می‌کند. تیپ بعضی دختر‌ها هم با سلیقه من جور درمی‌آید. گاهی توی رستوران به خودم می‌آیم و می‌بینم خیره دختری شد‌ه‌ام که پشت میز بغلی نشسته چون شکل بینی‌اش را دوست دارم ... چند دیالوگ برگزیده از کتاب: - زندگی کردن با حسادت خیلی سخته. مثل این می مونه که جهنم کوچیکت رو هی با خودت این طرف و اون طرف ببری. - از کارشناسی در بورس تا شیشه شوری، فاصله خیلی زیادی هست... - راستشو بخواین شستن شیشه ها برام کمتر استرس داشت. اگه قرار باشه چیزی سقوط کنه خودم هستم نه قیمت سهام. -مهم آن است که در قلبت تصمیم بگیری شخص دیگری را با تمام وجود بپذیری و وقتی این کار را بکنی، اولین و آخرین بار خواهد بود...چه قدر عجیب است که فرد مورد علاقه ات را پیدا کنی و فرد مورد علاقه ات پیدایت کند. معجزه است. یک معجزه آسمانی.,,,10/30/81,2010,[],Paperback,,9789643807177,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1285509828l/9198592.jpg,3.79,[],97.0,1.0,,,,90.0,4689.0,132,نشر ثالث,"['1387', '1538', '1274', '381', '109']",,[],,['Haruki Murakami']
Ölü Zaman Gezginleri,,"['Turkish Literature', 'Turkish', 'Short Stories', 'Fiction']","Portakal yanaklı kadınlar, taş döşeli sokaklar, kalın ve kapkara, katmerli korkular, yaralı keklikler, yapraksız ağaçlar, kıpırtılar, derinlikler, cansız çıtırtılar... Zaman nereye akar?Hasan Ali Toptaş, ustalıkla gökyüzünün griliğini anlatıyor, un ufak olmuş hayatları, fısıldayan eşyaları, merak ettiren ve inanılmayan sözcükleri... Serinliğin yaprak hışırtısı...Ölü Zaman Gezginleri, Hasan Ali Toptaş’ın hikâyeleri... Derviş yavaşlığı... Türkçenin şahikası...""Kaldı ki, kendi kendime bir açıklama yapsam bile, hangi kendime yapacaktım? Masanın birinde genç, birindeyse yaşlı ve yorgundum. Ben bana, ben bana bakıyordum. Daha sonra, bu bakışım sırasında, ayrı zamanların çakışmasından apayrı bir zaman mı doğdu pek bilemiyorum ama, birdenbire kendimle göz göze geldim.""",,,11/05/01,2009,[],Paperback,,9789750507151,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1265315238l/7693863.jpg,4.07,[],95.0,1.0,,,,96.0,883.0,137,İletişim Yayınları,"['307', '374', '165', '30', '7']",,[],,['Hasan Ali Toptaş']
ذاكرة ملك,,"['Politics', 'Morocco']",نادراً ما يتحدث زعيم بهذا الوضوح والصراحة اللذين في هذا الكتاب، أما الأكثر ندرة فهو ذلك الشمول في ثنايا كتاب يعتبر غير عادي في زمن غير عادي لرجل غير عادي. والملك الحسن الثاني في هذه الحوارات يجول بالقارئ في المغرب حيث محمد الخامس، والاستقلال، والدستور، وابن بركة، وأوفقير.. الجزائر حيث بن بلة، وبومدين، والشاذلي بن جديد.. إلى فرنسا دوغول، وديستان، وميتران.. إلى مشرق فيصل، وفهد، وعبد الناصر، والأسد، والحسين، وعرفات.. إلى غرب نيكسون، وبوش، وكيندي وقبلهم روزفلت، وتشرشيل. كتاب مشوق وممتع ومفيد ويوثق في ذات الوقت للحقيقة والتاريخ، ويجيب على تساؤلات تقربنا أكثر من شخصية الملك الحسن الثاني، وتعرفنا على جوانب يكشف عنها لأول مرة. نظرة واقعية ذات بعد عالمي، تأخذ القارئ، أياً كان توجهه، مع فلسفة تجول في رحاب الكون.,,,01/01/93,Published,[],,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334057298l/10049435.jpg,3.93,[],92.0,1.0,,,,84.0,732.0,194,الشركة السعودية للأبحاث والنشر,"['361', '142', '113', '49', '67']",,[],,"['Hassan II', 'Éric Laurent']"
ফেরারী,,['Thriller'],,,,,March 1983,[],Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492265596l/34855224._SX318_.jpg,3.89,[],78.0,1.0,,,,100.0,9.0,235,সেবা প্রকাশনী,"['2', '4', '3', '0', '0']",,[],,['Hassan Utpal']
"سيمون دو بوفوار وجان بول سارتر وجهاً لوجه ""الحياة والحب""",,"['Biography', 'Nonfiction', 'Philosophy', 'History', 'Feminism', 'France', 'Biography Memoir', 'Romance', 'Womens', 'High School']",مثل أبيلار هيلواز دفنا في قبر مشترك، ارتبط اسماهما معاً إلى الأبد. كانا زوجين من أزواج العالم الأسطوريين. لا يمكننا أن نفكر باحد منهما من دون التفكير بالآخر: سيمون دو بوفوار وجان بول سارتر. في نهاية الحرب العالمية الثانية تبوأ سارتر وبوفوار، على نحوسريع، مكانة عالية بو صفهما مفكريَنْ حرين وملتزمين. كتبا في جميع الأنواع الاديبة: المسرحيات والروايات والدرا سات الفلسفية وقصص الرحلات والسيرة الذاتية والمذكرات و أدب السيرة والصحافة. وقد شكلت رواية سارتر الأولى «الغثيان» حدثاً في عالم الرواية الفرنسية المعا صرة. وغدت مسرحياته العشر حديث المو سم المسرحي في باري . وأحدثت درا ساته الفلسفية: «الوجود والعدم» و «نقد الفكر الديالكتيكي» وغيرها صدمة هذا إلى جانب بحثيه الأدبيين اللذين كرسهما لجان جينيه وغوستاف فلوبير. لكنه ربما سيُذكر على نحو أفضل من خلال سيرته الذاتية «كلمات»، هذا الكتاب الذي أكسبه جائزة نو بل. وسترتبط وبوفوار دائماً بكتابها الهام «الجنس الآخر» وبمذكراتها وبروايتها اللامعة «المندرين» التي استحضرت فيها جو أوروبا بعد الحرب العالمية الثانية.,,الطبعة الأولى,10/29/05,2017,[],Paperback,,9780060520601,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507884635l/36404612._SY475_.jpg,4.14,[],188.0,2.0,,,,95.0,1428.0,448,دار المدي,"['564', '570', '229', '54', '11']",,[],,['Hazel Rowley']
달빛 조각사 1,,"['Light Novel', 'Fantasy', 'Manga', 'Fiction', 'Science Fiction', 'Novels', 'Mmorpg', 'Adventure', 'Virtual Reality', 'Manhwa']","이 소설은, 어려운 환경에 처하여 아르바이트 등을 전전하던 소년가장 이현 이라는 사람이, 가상현실게임으로 돈을 벌며 여러가지 만남과 새로운 경험을 겪게되는 이야기를 서술한다.-----Harn Lee, a debt-ridden teenage orphan, puts up for auction his account of the top-level avatar in 'The Continent of Magick', once the most popular online RPG game in Korea. Once the news is spread nationwide, a fierce competition to win Harn's avatar breaks out, raising the auction price to $3.1M. However, when men in black show up before Harn to collect his debts, he ends up losing most of what he has earned overnight. Determined to send his little sister, Hayan, to college and make the loan sharks pay back, he joins an online RPG game named 'Royal Road' to prove that history repeats itself. Why not claim the top once again?",The Legendary Moonlight Sculptor Novel #1,,,January 15th 2007,[],Paperback,,9788958579038,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361254749l/12913718.jpg,4.41,[],78.0,1.0,,,,97.0,1704.0,344,로크미디어 (ROK Media),"['1015', '455', '178', '37', '19']",,[],,['Heesung Nam']
...And Ladies of the Club,,"['Fiction', 'Historical Fiction', 'Historical', 'Classics', 'Novels', 'Chick Lit', 'Womens', 'Literary Fiction', 'Romance', 'Adult Fiction']","A #1 New York Times bestseller--and an American classic--now in trade paperback...A groundbreaking bestseller with two and a half million copies in print, ""...And Ladies of the Club"" centers on the members of a book club and their struggles to understand themselves, each other, and the tumultuous world they live in. A true classic, it is sure to enchant, enthrall, and intrigue readers for years to come.",,,10/28/82,April 1st 2000,[],Paperback,,9780425174401,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388243144l/576666.jpg,4.14,[],674.0,10.0,,,,93.0,12315.0,1184,Berkley Trade,"['5729', '3690', '2061', '539', '296']",,[],,['Helen Hooven Santmyer']
