title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
Vetzuman And A New World,,[],This is the second part of the series 'The Tales Of Vetzuman'. This book is written by Divyansh Mishra DM.This part is full of mysteries and adventure. Vetzuman and his friends travel to a different world and one of his friend didn't come back. They all were full of tension but Vetzuman got the idea to find his friend. His powers got finished in 2 hours but then also he didn't come back. Thank you for buying the book. Enjoy.,,,,August 12th 2019,[],,,B07WGFXK8N,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565792469l/51821292._SX318_SY475_.jpg,4.8,[],100.0,1.0,,,,100.0,15.0,47,,"['12', '3', '0', '0', '0']",,[],,['Divyansh Mishra DM']
"Vreme smrti, knjiga III",,"['Classics', 'Historical Fiction', 'Historical', 'Fiction']","Umetnički najuspeliji i misaono najdublji, treći deo Vremena smrti, smešten je u Valjevsku ratnu bolnicu, simbol ljudske požrtvovanosti, humanosti i agonije tokom Prvog svetskog rata i glavni centar za prijem srpskih vojnika, ranjenika i velikog broja izbeglica i zarobljenika, koji su zbog loših higijenskih uslova u bolnici oboleli od epidemije pegavog tifusa, ali u kojoj su se čudesnim spletom okolnosti i sudbine dogodile i neke od najneverovatnijih i najtragičnijih ljubavnih u priča savremenoj srpskoj književnosti.„Ovaj roman – ne bojim se jakih reči – uzvišeni je primer i umetničkog umeća, i istorijskog osećanja, i ličnog poštenja. Ep o Srpskom ratu 1914, uprkos obimnoj i serioznoj dokumetaciji, u prvom redu je magijsko vaskrsenje jednog doba njim samim. Srpski rat postao je, na tlu mape Srbije, Svetski rat, a njegova tragedija, tragedija humaniteta.“ - Borislav Pekić.",,,11/05/80,1997,[],Paperback,,8670580810,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310993015l/12064512.jpg,4.54,[],73.0,1.0,,,,97.0,238.0,540,Gutenbergova Galaksija; Valjevska štamparija,"['162', '50', '20', '4', '2']",,[],,['Dobrica Ćosić']
"Vreme smrti, knjiga IV",,"['Classics', 'Historical Fiction', 'Historical', 'Fiction']","Poslednji deo Vremena smrti ispisuje vrhunac kolektivne drame jednog naroda, paralelno prateći herojsku odbranu i pad Beograda u austrougarske ruke, izdaju saveznika i u istoriji nezabeležen egzodus srpskog naroda, mojsijevskih razmera, i povlačenje srpske vojske preko albanskih planina.

Ostala je samo nada i vera u povratak u otadžbinu...",,,11/05/82,1997,[],Paperback,,8670580829,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310992945l/12064517.jpg,4.52,[],75.0,1.0,,,,98.0,209.0,621,Gutenbergova galaksija; Valjevska štamparija,"['136', '51', '18', '2', '2']",,[],,['Dobrica Ćosić']
"Vreme smrti, knjiga II",,"['Classics', 'Historical Fiction', 'Historical', 'Fiction']","Godina je 1914. Brojna nadmoćnost i bolja oružana opremljenost austrougarske vojske primorava demoralisanu i razbijenu srpsku vojsku na povlačenje sa Suvoborskog fronta. Komandant Prve armije general Živojin Mišić sukobljava se sa Vrhovnom komandom i Prestolonaslednikom zbog odluke da se vojska povuče u Milanovac i brzo pripremi za odlučan kontranapad koji bi iznenadio neprijatelja. Krajnji ishod najčuvenije i najznačajnije bitke između Kraljevine Srbije i Austrougarske u Prvom Svetskom ratu, poznate u istoriji kao Kolubarska bitka, krajnje je neizvestan... Odeljenje za književnost i jezik Srpske akademije nauka i umetnosti predložilo je 1972. godine Ćosića za „Oktobarsku nagradu“ Beograda za prvi deo romana „Vreme smrti“. Izvršni odbor gradske konferencije Socijalističkog saveza i Predsedništvo Gradskog veća Sindikata Beograda usprotivili su se ovome, jer je Ćosić tih godina već bio u žestokom sukobu sa politikom Saveza komunista Jugoslavije. Ćosić nagradu nije dobio.",,,10/01/83,1997 ,[],Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310993020l/12064495.jpg,4.43,[],74.0,1.0,,,,96.0,298.0,,,"['187', '64', '36', '9', '2']",,[],,['Dobrica Ćosić']
"Vreme smrti, knjiga I",,"['Classics', 'Fiction', 'Historical Fiction', 'Historical', 'Adult']","Prvi deo ovog Ćosićevog romana-reke uvodi čitaoce u predigre Prvog svetskog rata, politička i vojna previranja u Evropi i raspoloženje srpske Vlade, vojske i naroda u trenutku opšte mobilizacije usled austrougarske objave rata. Upoznajući nas sa porodicom Katić iz Prerova, glavnim nosiocima radnje ove ratne epopeje, pisac prepliće njihove sudbine na fonu prelomnih događaja koji su određivali sudbinu srpskog naroda pre tačno sto godina: malu zemlju u srcu Balkana zahvata sveopšti ratni vihor u kojem će njeni žitelji doživeti možda nasvetlije i najtragičnije trenutke u svojoj novijoj istoriji...„Dobrica Ćosić je Vremenom smrti podigao spomenik srpskom narodu postradalom u Velikom ratu. Ova knjiga-spomenik će ostati kao trajno sećanje na Vreme Smrti, najtačniji naziv za Veliki rat, godine umiranja, nestajanja našeg naroda, pod senkom krsta koja nas i danas skriva od Vremena Života.“ - Dušan Kovačević",,,11/06/72,1997 ,[],Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437931689l/12064487.jpg,4.34,[],72.0,1.0,,,,96.0,584.0,,,"['332', '154', '72', '15', '11']",,[],,['Dobrica Ćosić']
"Venom by Donny Cates, Vol. 1: Rex",,"['Comics', 'Marvel', 'Graphic Novels', 'Comic Book', 'Graphic Novels Comics', 'Superheroes', 'Fiction', 'Science Fiction', 'Horror', 'Spider Man']","An ancient and primordial evil has been awakened beneath the streets of New York. With it, something equally evil has been awakened in that most wicked of web-slingers: Venom! The symbiote may still be a Lethal Protector of innocents in New York, but this never-before-seen threat could possibly force Venom to relinquish everything it holds dear — including its human host, Eddie Brock! As Eddie and Venom summon the strength to defend New York against the most powerful foe they've ever faced, there's one more thing standing in their way: Miles Morales, Spider-Man! Two of the hottest creators in comics today, Donny Cates and Ryan Stegman, join forces to deliver a Venom adventure a thousand years in the making!COLLECTING: VENOM (2018) 1-6",Venom (2018) (Collected Editions) #1,,,December 4th 2018,[],Paperback,,9781302913069,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545146625l/39739223._SY475_.jpg,4.04,[],52.0,1.0,,,,94.0,1369.0,136,Marvel,"['463', '594', '231', '61', '20']",,[],,"['Donny Cates', 'Ryan Stegman']"
Violence and Social Orders: A Conceptual Framework for Interpreting Recorded Human History,,"['Economics', 'History', 'Political Science', 'Nonfiction', 'Politics', 'Sociology', 'World History', 'Academic', 'Philosophy', 'Society']","All societies must deal with the possibility of violence, and they do so in different ways. This book integrates the problem of violence into a larger social science and historical framework, showing how economic and political behavior are closely linked. Most societies, which we call natural states, limit violence by political manipulation of the economy to create privileged interests. These privileges limit the use of violence by powerful individuals, but doing so hinders both economic and political development. In contrast, modern societies create open access to economic and political organizations, fostering political and economic competition. The book provides a framework for understanding the two types of social orders, why open access societies are both politically and economically more developed, and how some 25 countries have made the transition between the two types.",,,01/01/09,April 1st 2009,[],Hardcover,,9780521761734,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347607871l/5385951.jpg,4.02,[],100.0,1.0,,,,96.0,202.0,308,Cambridge University Press,"['71', '77', '45', '6', '3']",,[],,"['Douglass C. North', 'John Joseph Wallis', 'Barry R. Weingast']"
Vacation (Fates Calling book 1),,['M F Romance'],"Leaving small town Idaho behind, Liz accompanies her mother on a trip to California to meet her boyfriend. She looks forward to lazy days on the beach and a lot of sunshine while her mother is distracted with her man.When Mr. Tall, Dark, and Handsome shows up at the beach, Liz is more than willing to spend some of her down time enjoying his company, after all, he's everything a girl could dream of.Leo sweeps her off her feet by treating her like a princess in public and a whore in bed. The chemistry between them is undeniable, but fate has a way of throwing a curve ball into anything good.When Liz finds out who Leo really is, decisions have to be made that just might put a cold freeze on their summer vacation.",,1,,September 6th 2013,[],Kindle Edition,,B00F12GW9A,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378744671l/18469521.jpg,3.88,[],90.0,1.0,,,,88.0,8.0,129,E.L. Publishing,"['3', '2', '2', '1', '0']",,[],,['E. M Leya']
"Velvet, Vol. 1: Before the Living End",,"['Comics', 'Graphic Novels', 'Thriller', 'Mystery', 'Graphic Novels Comics', 'Fiction', 'Comic Book', 'Espionage', 'Crime', 'Historical Fiction']","From the bestselling creators of Captain America: The Winter Soldier comes this smash-hit spy thriller with a unique new twist!When the world's greatest secret agent is killed, all evidence points to Velvet Templeton, the personal secretary to the Director of the Agency. But Velvet's got a dark secret buried in her past... because she's also the most dangerous woman alive!Collecting: Velvet 1-5",Velvet #1,Trade,,June 1st 2014,['Velvet Templeton'],Paperback,,9781607069645,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403093824l/20638245.jpg,4.12,[],53.0,1.0,,,,95.0,4159.0,128,Image Comics,"['1567', '1758', '644', '130', '60']",,[],,"['Ed Brubaker', 'Steve Epting', 'Elizabeth Breitweiser', 'Chris Eliopoulos', 'Drew Gill']"
Visions of darkness; masterpieces of Edgar Allan Poe,,[],,,,01/01/71,January 28th 1971,[],Unknown Binding,,9780875291246,,,4.31,[],97.0,1.0,,,,100.0,13.0,62,Hallmark Editions,"['7', '3', '3', '0', '0']",,[],,['Edgar Allan Poe']
Video Vixen,,['Romance'],"""Good girls finish last, and I've always been at the head of the class"". That's what Vixen Mallory would say, and Vikki Kirkland was saying it now ... to Dan Falkner, ace reporter, who'd come to do a story on the soap opera -- and the star -- that had taken the nation by storm. Vikki had sworn an oath to the cast of Always Tomorrow. Dan would never get to know what a sweet, shy innocent she really was. The public wanted a sexy, unscrupulous siren, and she'd play her role -- on camera and off -- to the hilt.",,Candlelight Ecstasy #162,08/05/83,,[],Kindle Edition,,B0050C91EO,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328337388l/11380159.jpg,3.59,[],76.0,1.0,,,,85.0,27.0,190,,"['7', '6', '10', '4', '0']",,[],,['Elaine Raco Chase']
Väike raamatutuba,,"['Fantasy', 'Short Stories', 'Childrens', 'Fiction', 'Classics', 'Fairy Tales', 'Middle Grade', 'Books About Books', 'British Literature', 'Juvenile']","Raamat sisaldab valiku inglise tuntud lastekirjaniku Eleanor Farjeoni (1881-1965) samanimelisest jutukogust, mis kohe pärast ilmumist 1955 a. tõi autorile suure tunnustuse - Briti Raamatukogude Assotsiatsiooni poolt määratud Carnegie medali ja 1956. a. Rahvusvahelise Noorsookirjanduse Nõukogu poolt Hans Christian Anderseni auhinna. 1958. a. sai raamat veel USA-s Lewis Carrolli Riiuli auhinna ja 1959. a. autor kogu loomingu eest Ameerika Regina medali.E. Farjeoni jutte iseloomustab tegelikkuse ja fantaasia põimumine ning kõrge kõlbeline sihiseade; tema loomingu võtmesõnadeks võib pidada rõõmu ja headust.Illustratsioonid on raamatule teinud silmapaistev inglise kunstnik Edward Ardizzone (s. 1900), kes on kunstiliselt kujundanud üle saja pildi-, laste- ja suurteraamatu.",,,11/06/55,1987,[],Paperback,,9781590170489,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342003528l/15746428.jpg,4.05,"['Lewis Carroll Shelf Award (1958)', 'Hans Christian Andersen Award (1956)', 'Carnegie Medal (1955)']",64.0,1.0,,,,92.0,810.0,224,Eesti Raamat,"['355', '234', '155', '39', '27']",,[],,"['Eleanor Farjeon', 'Ester Heinaste']"
Vortex Visions,,"['Fantasy', 'Young Adult', 'Magic', 'New Adult', 'Romance', 'Young Adult Fantasy', 'Fiction', 'High Fantasy', 'Paranormal', 'Fantasy Romance']","A desperate princess, a magical traveler, and a watch that binds them together with the fate of a dying world.Vi Solaris is the heir to an Empire she’s barely seen. Her parents sacrificed a life with her to quell a rebellion and secure peace with a political alliance. Now, three years past when her wardship should’ve ended, Vi will do anything to be reunited with her family.The Empire is faltering beneath the burden of political infighting and a deadly plague. Yet, Vi can’t help but wonder if her inability to control her magic is the true reason her parents haven’t brought her home. Suspicion becomes reality when she unleashes powers she’s not supposed to have. Powers that might well cost her the throne.As Vi fights to get her magic under control, a mysterious stranger appears from across the world. He holds the keys to unlocking her full potential, but the knowledge has an unspeakable price — some truths, once seen, cannot be ignored.All eyes are on her and Vi must make the hardest choice of her life: Play by the rules and claim her throne. Or, break them and save the world.",Air Awakens: Vortex Chronicles #1,,,February 4th 2019,[],Paperback,,9781949694048,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541730132l/41834793.jpg,4.06,[],90.0,1.0,,,,95.0,1820.0,374,Silver Wing Press,"['663', '711', '352', '77', '17']",,[],,['Elise Kova']
Venus Among the Fishes,,"['Childrens', 'Fiction', 'Fantasy', 'Animals', 'Juvenile', 'Middle Grade', 'Young Adult']","Killer whales are invading the peaceful dlophin territory of Glacier Strait. Coral and her brother Snapper are sent from their herd to search for their older brother, and safer waters. Coral's journey is treacherous as she encounters vicious sharks and whales and hazardous fishing nets. But the greatest danger of all comes when Coral confronts the humans and the terror of captivity.",,,04/01/95,August 1st 1996,[],Paperback,,9780440411758,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387669321l/124252.jpg,3.84,[],62.0,1.0,,,,90.0,134.0,160,Yearling,"['44', '43', '33', '9', '5']",,[],,"['Elizabeth Hall', ""Scott O'Dell""]"
Vampyre Kisses,,"['Vampires', 'Witches', 'Paranormal', 'Fantasy', 'Romance', 'Werewolves', 'Young Adult', 'Paranormal Romance', 'Urban Fantasy']","Vampyre Kisses is an enthralling story about a young woman named Faith, who seems content with her life, but deep down craves more excitement. Then a mysterious man named Trent enters her world and everything changes. Surprising to Faith, Trent is a green-eyed vampire from Ireland. She is even more amazed to find out that she is a witch, and the last of her kind. Faith learns that she is destined to restore her witch line and becomes more powerful as she gains confidence and knowledge, but danger lurks everywhere -- especially when unknown assailants steal the most important gems from the vampire master and werewolf royalty. Now surrounded by a world filled with mystifying vampires and werewolves, can Faith gain enough power to help her friends and rescue the stolen gems?“A welcome addition to the vampire/werewolf corpus. Building on traditional legends, Kolodziej creates a world both vast in its sweep and compelling in its details.” Stephen Delaney -- Writer, Teacher & EditorElizabeth J Kolodziej, a young fiction writer originally from Torrance California, is a smart and original thinker who has researched the origins of vampires, werewolves, and witches for many years. She writes her books from the knowledge she has gained while trying to be as original and inspiring as possible. Her books encompass both true folklore facts along with innovative ideas motivated by the great writers around her. This book is her first, but not her last, in a new series entitled Vampyre Kisses.",The Last Witch #1,,05/30/10,,[],Kindle Edition,,9780983449454,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328334970l/8467071.jpg,3.84,[],99.0,1.0,,,,86.0,223.0,,,"['87', '60', '44', '17', '15']",,[],,['Elizabeth J. Kolodziej']
Veiled Innocence,,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Erotica', 'High School', 'Dark', 'Adult', 'Abuse', 'Young Adult']","Tick, tick, tock.

Time.

That’s all I have now.

A small room, a photograph, and time.

They want me to trust them and confess my sins.

They told me they wouldn't judge me—they lied.

I thought we could convince the world that this wasn't a crime.

We were wrong.

Time doesn't stand still.

The clock keeps ticking, the world is unconvinced, and now…

Now he is gone.",,,,April 7th 2014,[],Kindle Edition,,B00JIV2YA6,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396487753l/18135913.jpg,4.05,[],83.0,1.0,,,,91.0,7812.0,275,Amazon Digital Services,"['3253', '2631', '1240', '433', '255']",,[],,"['Ella Frank', 'Chelsea Hatfield', 'J. F Harding']"
Vampire's Kiss,,"['Urban Fantasy', 'Angels', 'Paranormal', 'Fantasy', 'Vampires', 'Magic', 'Romance', 'Paranormal Romance', 'Demons', 'Shapeshifters']","Once you sip the Nectar of the gods, there’s no going back.  Leda Pierce is working as a paranormal bounty hunter on the Frontier, the dividing line between human civilization and the plains of monsters. Life is simple and the pay modest, but at least she has her family. That is, until a vampire hunt goes wrong and her brother goes missing, captured by the dark angels of hell.  With no magical powers of her own and no way to find him, Leda’s only option is to go to New York and join the Legion of Angels, an elite unit of supernatural soldiers with powers gifted to them by the gods themselves. If she can survive long enough to make it up the ranks, she will gain the magic she needs to find her brother.  But Leda soon finds herself on the wrong side of a conspiracy that will shake up the supernatural world—and at the mercy of a fiercely powerful and tempting angel.",Legion of Angels #1,,,October 14th 2016,[],Kindle Edition,,B01MA1UGX8,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476367519l/32602422._SY475_.jpg,4.17,[],93.0,1.0,,,,94.0,5701.0,242,Night Spark Media,"['2550', '1955', '882', '232', '82']",,[],,['Ella Summers']
"Voyage on the Great Titanic: The Diary of Margaret Ann Brady, R.M.S. Titanic, 1912",,"['Historical Fiction', 'Young Adult', 'Historical', 'Fiction', 'Childrens', 'Middle Grade', 'Diary', 'Juvenile', 'Romance', '20th Century']","Voyage on the Great Titanic: The Diary of Margaret Ann Brady, R.M.S. Titanic 1912 (Dear America Series)",Dear America,,01/01/98,September 1998,[],Hardcover,,9780590962735,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553478963l/247982._SX318_.jpg,3.98,[],186.0,3.0,,,,95.0,8989.0,204,Scholastic,"['3045', '3194', '2313', '368', '69']",,['Titanic'],,['Ellen Emerson White']
Vampire Kisses,,"['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Teen', 'Urban Fantasy']","In her small town, dubbed ""Dullsville,"" sixteen-year-old Raven  a vampire-crazed goth-girl  is an outcast. But not for long... The intriguing and rumored-to-be haunted mansion on top of Benson Hill has stood vacant and boarded-up for years. That is, until its mysteriously strange new occupants move in. Who are these creepy people  especially the handsome, dark, and elusive Alexander Sterling? Or rather, what are they? Could the town prattle actually ring true? Are they vampires? Raven, who secretly covets a vampire kiss, both at the risk of her own mortality and Alexander's loving trust, is dying to uncover the truth. Ellen Schreiber's spooky and stirring romance tells the story of two outsiders who fall in love in a town where conformity reigns, and ends with a shocking surprise.",Vampire Kisses #1,,08/01/03,August 5th 2005,"['Raven', 'Trevor Mitchell', 'Alexander Sterling']",Mass Market Paperback,,9780060093365,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345950574l/263147.jpg,3.71,[],1108.0,18.0,,,,83.0,49258.0,253,HarperTeen,"['17459', '11266', '12272', '5496', '2765']",,[],,['Ellen Schreiber']
Vampireville,,"['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Supernatural', 'Teen', 'Fiction', 'Urban Fantasy']","For goth-girl Raven, dating her dream boyfriend is complicated, especially because Alexander's secret means that they can see each other only at night.And now the pair must be extra wary in the dark with Alexander's archrival, Jagger, appearing around town. As if Jagger isn't enough cause for worry, Luna, his strikingly pale sister, has also surfaced and seems to have her sights set on Raven's longtime nemesis, Trevor. Together, Raven and Alexander must begin a terrifying search for Jagger and Luna's hideout to drive them away -- that is, if it's not already too late to save Dullsville from becoming Vampireville.In the latest installment of her popular Vampire Kisses books, Ellen Schreiber continues the startling story of two teen outsiders -- she from the mortal world and he from the Underworld -- who share a thrilling, extraordinary romance.",Vampire Kisses #3,,07/03/06,July 25th 2006,"['Raven', 'Trevor Mitchell', 'Luna Maxwell', 'Jagger Maxwell', 'Alexander Sterling']",Hardcover,,9780060776251,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348488554l/263148.jpg,3.92,[],630.0,10.0,,,,89.0,23640.0,192,Katherine Tegen Books,"['9700', '5621', '5767', '1902', '650']",,[],,['Ellen Schreiber']
Vampire Kisses: The Beginning,,"['Vampires', 'Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Supernatural', 'Paranormal Romance', 'Teen', 'Fiction', 'Urban Fantasy']","A new guy in town.Rumors of vampires.Dangerous first love.This is where it all begins. . . .The mansion on top of Benson Hill has stood empty for years. But one day it seems to be occupied, and its mysterious, handsome inhabitant Alexander Sterling becomes the source of much talk around town. Raven, a vampire-obsessed Goth-girl who has always considered herself an outsider in ""Dullsville,"" is determined to uncover the truth surrounding the secretive Alexander. As she gets to know him, and their spark intensifies, Raven finds herself in some unanticipated situations. Can Alexander make her lifelong dream come true? But love always has its complications—especially when it can only be awakened at nightfall.The first three books in Ellen Schreiber's bestselling Vampire Kisses series capture the thrill of a most unusual romance.",Vampire Kisses #1-3,,10/01/08,April 21st 2009,[],Paperback,,9780061778940,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442934678l/5489684._SY475_.jpg,4.13,[],1208.0,17.0,,,,90.0,27810.0,562,Katherine Tegen Books,"['14707', '5655', '4792', '1753', '903']",,[],,['Ellen Schreiber']
"Vampire Kisses: Blood Relatives, Vol. 1",,"['Manga', 'Vampires', 'Graphic Novels', 'Young Adult', 'Romance', 'Fantasy', 'Paranormal', 'Comics', 'Supernatural', 'Fiction']","The absolute last thing goth-girl Raven and her vampire boyfriend, Alexander, need is another hitch in their nighttime-only romance—but dark trouble hovers on the horizon when Raven and Alexander discover four freshly dug graves filled with empty coffins. When a crew of sketchy vampires takes up residence in Dullsville's lonely graveyard, Alexander finds this motley bunch led by his very own blood-sucking cousin, Claude Sterling. Shocking! Claude and his creepy crew can only spell out more problems for the pair, especially when Raven finds them in daylight in the very last place she could ever imagine. What could Claude and his invaders be doing—or searching for—in Dullsville?",Vampire Kisses: Blood Relatives #1,,,September 25th 2007,[],Paperback,,9780061340819,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388374602l/266599.jpg,4.03,[],216.0,3.0,,,,90.0,7628.0,128,Katherine Tegen Books,"['3560', '1735', '1550', '535', '248']",,[],,"['Ellen Schreiber', 'Rem']"
Voting Rights Days,,Juvenile Fiction,"Set in 1916, Hitty's owner is the daughter of a suffragist and so is able to witness up-close the political struggles involved in getting women their right to vote. Reader's Guide available. Simultaneous.",,,,2002.0,,,0689849125,9780689849121,,http://books.google.com/books/content?id=ZjagAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.3,,,,,,,,,75.0,,,9.0,,,['Ellen Weiss']
Vindication,,"['Paranormal', 'Fantasy']","Mysterious murders, strange secret societies, and betrayal surrounds Christopher. Ellie finds out, if she can survive the treachery of giving your heart to another. Together, they must discover how to experience strength, forgiveness, and true love -- only by letting go of each other. Cruel and unfair, they may believe that their world is ruthless; but only by leaving behind their troubles will they ultimately overcome the horrors that await them.",Freewill #3,,,August 20th 2012,"['Ellie Tickle', 'Christopher Ross']",ebook,,B00903PC4W,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345479212l/15838162.jpg,4.25,[],78.0,1.0,,,,95.0,20.0,255,Smashwords,"['11', '4', '4', '1', '0']",,[],,['Elyse Draper']
Valeria al desnudo,,"['Romance', 'Erotic Romance', 'Chick Lit', 'Contemporary', 'Erotica', 'Spanish Literature', 'Adult', 'Romantic', 'Young Adult', 'Love']","Valeria está con Bruno pero ¿por qué no deja de pensar en Víctor?
Valeria ha elegido no sufrir y Víctor ser sincero, ¿podrán ser amigos?
Valeria titubea, calla, respira, siente...
Valeria no sabe que su vida dará un giro en su próximo cumpleaños...
Y desconoce que Lola, Nerea y Carmen buscan su propio final de cuento, ¿o no?",Valeria #4,,10/08/13,November 13th 2013,[],Paperback,,9788483655559,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379945894l/18530194.jpg,4.06,[],196.0,2.0,,,,94.0,5443.0,450,Suma de letras,"['2147', '1881', '1073', '265', '77']",,[],,['Elísabet Benavent']
Vitamin D: New Perspectives in Drawing,,"['Art', 'Nonfiction', 'Drawing', 'Art Design', 'Reference', 'Design', 'Visual Art', 'Adult']","Emma Dexter's introductory text offers a critical account of the recent evolution and role of drawing in the art world, and introduces some of the trends, methods and artists included in the book. In the following and largest section of the book (over 300 pages and approximately 500 illustrations), the 100 or more artists are presented in an A to Z order. Some artists are presented on 2 pages, some on 4 pages. About 5 selections of work are reproduced for each artist, along a text written by an author who is a specialist on the artist's work. The 500-word texts are brief surveys of the artist's career to date, and aim at introducing the methods and subject matter at issue in their recent works. A selected list of exhibitions and bibliography also complements the reproductions and text on each artist.",Vitamin D,,,December 1st 2005,[],Hardcover,,9780714845456,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411775719l/179101.jpg,3.96,[],2.0,1.0,,,,88.0,5521.0,352,Phaidon Press,"['2422', '1354', '1102', '387', '256']",,[],,"['Emma Dexter', 'Johanna Burton', 'Jeanine Herman']"
Vengeance Road,,"['Historical Fiction', 'Adventure', 'Young Adult', 'Westerns', 'Historical', 'Fantasy', 'Mystery', 'Fiction', 'Young Adult Historical Fiction', 'Audiobook']","Revenge is worth its weight in gold.When her father is murdered for a journal revealing the location of a hidden gold mine, eighteen-year-old Kate Thompson disguises herself as a boy and takes to the gritty plains looking for answers—and justice. What she finds are untrustworthy strangers, endless dust and heat, and a surprising band of allies, among them a young Apache girl and a pair of stubborn brothers who refuse to quit riding in her shadow. But as Kate gets closer to the secrets about her family, a startling truth becomes clear: some men will stop at nothing to get their hands on gold, and Kate’s quest for revenge may prove fatal.",Vengeance Road #1,,,September 1st 2015,[],Hardcover,,9780544466388,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422925649l/23719270.jpg,3.83,[],95.0,1.0,,,,93.0,7998.0,327,HMH Books for Young Readers,"['1947', '3441', '2023', '476', '111']",,['Arizona (United States)'],,['Erin Bowman']
Veil of Shadows,,"['Animals', 'Middle Grade', 'Fantasy', 'Cats', 'Fiction', 'Juvenile', 'Childrens']","The number one nationally best-selling Warriors series continues! Discover more epic adventures in the third book in the action-packed Broken Code story arc.After losing one of his nine lives, ThunderClan's leader, Bramblestar, became intent on rooting out and exiling cats he claims are traitors to the warrior code. But some cats know the truth: This isn't the real Bramblestar, and their leader's true spirit is desperate to return to its rightful place before the rising tension among the five Clans erupts into outright war.Packed with action and intrigue, this sixth Warriors series is the perfect introduction for readers/listeners new to the Warriors world, while dedicated fans will be thrilled to discover the new adventures that unfold after the events of 'A Vision of Shadows'.©2020 Erin Hunter (P)2020 HarperCollins",Warriors: The Broken Code #3,,,April 7th 2020,[],Hardcover,,9780062823687,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573870103l/51194469._SX318_SY475_.jpg,4.63,[],185.0,2.0,,,,98.0,740.0,320,HarperCollins,"['550', '131', '43', '5', '11']",,[],,['Erin Hunter']
