title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
Unforgettable,,"['Young Adult', 'Chick Lit', 'Contemporary', 'Romance', 'Fiction', 'Teen', 'Boarding School', 'High School', 'Drama', 'Realistic Fiction']","Having a roommate at elite Waverly Academy means nightly sleepovers and double the designer wardrobe. But Callie Vernon never really liked late-night girl talk or swapping cashmere sweaters with her younger, rosy-cheeked roomie, Jenny Humphrey. So when Jenny stole her longtime boyfriend, Easy Walsh, Callie didn't feel that guilty about turning right around and kissing him behind Jenny's back. Okay, maybe a little guilty, but it certainly didn't stop her from enjoying it. Now, if only Easy would stop being so irritatingly indecisive and dump Jenny already!While the two roommates are sharing a boyfriend, the rest of Dumbarton's residents are sharing their feelings at the newly founded Women of Waverly club--aka, WOW! Everyone is totally bonding, revealing their most personal secrets, and hugging out their past rivalries. But despite the sharing-is-caring vibe, there are some things these girls aren't spilling--like who's making special late-night trips to the crater . . . and with whom.Now it's only a matter of time before all the newfound girl power explodes into a massive girl fight. But this battle goes well beyond the ivy colored brick walls of Dumberton--it's about who will be Waverly's next It Girl. ",It Girl #4,,,June 1st 2007,[],Paperback,,9780316113489,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330230380l/400016.jpg,3.79,[],58.0,1.0,,,,91.0,5258.0,288,Poppy,"['1534', '1646', '1605', '377', '96']",,[],,['Cecily von Ziegesar']
UnEnchanted,,"['Fantasy', 'Young Adult', 'Fairy Tales', 'Urban Fantasy', 'Teen', 'Fiction', 'Retellings', 'Romance', 'Adventure', 'Contemporary']","Alternate cover edition of ASIN B006ROK1UM Mina Grime is unlucky, unpopular and uncoordinated; until she saves her crush's life on a field trip, changing her High School status from loser to hero overnight. But with her new found fame brings misfortune in the form of an old family curse come to light. For Mina is descended from the Brothers Grimm and has inherited all of their unfinished fairy tale business. Which includes trying to outwit a powerful Story from making her it's next fairytale victim. To break the fairy tale curse on her family and make these deadly occurrences stop, Mina must finish the tales until the very Grimm end.",An Unfortunate Fairy Tale #1,,,2011,[],Kindle Edition,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327819697l/13402447.jpg,3.89,[],1339.0,15.0,,,,90.0,40257.0,235,Chanda Hahn,"['14160', '12785', '9272', '2934', '1106']",,[],,['Chanda Hahn']
Unwritten,,"['Fiction', 'Christian Fiction', 'Christian', 'Romance', 'Contemporary', 'Novels', 'Adult Fiction', 'Inspirational', 'Contemporary Romance', 'Drama']","An actress running from her past finds escape with a man hiding from his future.When someone wants to be lost, a home tucked among the Ten Thousand Islands off the Florida coast is a good place to live. A couple decent boats, and a deep knowledge of fishing and a man can get by without ever having to talk to another soul. It's a nice enough existence, until the one person who ties him to the world of the living, the reason he's still among them even if only on the fringes, asks him for help. Father Steady Capri knows quite a bit about helping others. But he is afraid Katie Quinn's problems may be beyond his abilities. Katie is a world-famous actress with an all too familiar story. Fame seems to have driven her to self-destruct. Steady knows the true cause of her desire to end her life is buried too deeply for him to reach. But there is one person who still may be able to save her from herself. He will show her an alternate escape, a way to write a new life. But Katie still must confront her past before she can find peace. Ultimately, he will need to leave his secluded home and sacrifice the serenity he's found to help her. From the Florida coast, they will travel to the French countryside where they will discover the unwritten story of both their pasts and their future.",,,11/06/13,May 7th 2013,[],Hardcover,,9781455503957,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360100324l/15791114.jpg,4.2,[],66.0,1.0,,,,96.0,6153.0,330,Center Street,"['2763', '2205', '919', '187', '79']",,[],,['Charles Martin']
Untangle Me,,"['Romance', 'Erotica', 'Contemporary Romance', 'Contemporary', 'New Adult', 'Adult', 'Fiction', 'Erotic Romance', 'Amazon', 'New Adult Romance']","Kayden is a bad boy that never played by the rules. Sophia has always been the quintessential good girl, living a life filled with disappointment. Everything changes when their lives become intertwined through a chance encounter online.Hundreds of miles separate them, but the connection that draws them together is too much to be denied. As the layers of their lives peel back, Kayden keeps the dangerous parts of his past hidden to protect the woman who is becoming more important to him than he should allow. What starts as a pursuit of carnal pleasure turns into a complicated love story. His past is a tangled web filled with addiction, an obsessed ex-girlfriend, and problems with the law. One mistake he thought he had left behind may end up ruining it all.",Love at Last #1,,,October 1st 2013,[],Paperback,,9781492110224,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374058880l/18171014.jpg,3.9,[],200.0,2.0,,,,89.0,2234.0,320,Chelle Bliss,"['842', '631', '518', '177', '66']",,[],,['Chelle Bliss']
Unlawful Desire,,"['Romance', 'Contemporary Romance', 'Erotica', 'Contemporary', 'Military Fiction', 'Romantic Suspense', 'New Adult', 'Humor', 'Adult', 'Audiobook']","My fiancée ripped a piece of my heart out when I caught her with another man. It made me jaded, and I swore off relationships. But as with any plans, life had a way of making me its bitch.When a way too young bombshell walked into my world, my heart began to beat again. Georgia asked me for one night—nothing more—and with no strings attached. Our night of passion turned my universe upside down.When she almost slipped out of my life, I knew I had to make her mine. Willing to do anything to protect her, I took justice into my own hands. My feelings for her brought out a side of me I thought I’d left behind.I had to lose myself to be found again.",ALFA Investigations #2,,,September 22nd 2015,[],Kindle Edition,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438867161l/25838513._SY475_.jpg,4.31,[],97.0,1.0,,,,97.0,2548.0,340,Chelle Bliss,"['1280', '858', '333', '64', '13']",,[],,['Chelle Bliss']
Unleashed,,"['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Adult', 'Erotic Romance', 'Chick Lit', 'New Adult', 'Fiction', 'M F Romance']","One week in paradise will make or break them... It's not enough that Kelsey's husband left her for another woman. Oh, no. The ""other woman"" had to be her best friend Evan's fiance. Not only has she lost her marriage, she fears losing Evan to the lingering awkwardness and humiliation that hangs between them. Evan has no intention of letting that happen. He's got plans...namely, an extra plane ticket to Hawaii now his future wife is out of the picture. There's only one person he wants on the trip with him, the one who's always been there for him. The one he should never have let slip away into the arms of a traitorous friend who shattered her heart. Kelsey is anticipating a week of fun in the sun with the man who's always treated her like a little sister. No one's more surprised when she discovers that Evan has seduction on his mind-and that she's more than ready for it. Love is the most powerful healing force of all. But past demons have a way of ripping open old wounds, and threatening the survival of even the strongest friendship...",Ross Siblings #1,,,April 21st 2009,"['Evan Ross', 'Kelsey Peterson', 'Brian Ross']",ebook,,9781605045535,,,3.88,[],97.0,1.0,,,,92.0,31074.0,,Samhain Publishing,"['9174', '11905', '7639', '1713', '643']",,['Hawaii (United States)'],,['Cherrie Lynn']
Un Lun Dun,,"['Fantasy', 'Young Adult', 'Fiction', 'Urban Fantasy', 'Steampunk', 'Childrens', 'Science Fiction', 'Adventure', 'Science Fiction Fantasy', 'Middle Grade']","What is Un Lun Dun?  It is London through the looking glass, an urban Wonderland of strange delights where all the lost and broken things of London end up . . . and some of its lost and broken people, too–including Brokkenbroll, boss of the broken umbrellas; Obaday Fing, a tailor whose head is an enormous pin-cushion, and an empty milk carton called Curdle. Un Lun Dun is a place where words are alive, a jungle lurks behind the door of an ordinary house, carnivorous giraffes stalk the streets, and a dark cloud dreams of burning the world. It is a city awaiting its hero, whose coming was prophesied long ago, set down for all time in the pages of a talking book.  When twelve-year-old Zanna and her friend Deeba find a secret entrance leading out of London and into this strange city, it seems that the ancient prophecy is coming true at last. But then things begin to go shockingly wrong.",,,,February 13th 2007,"['Zanna Moon', 'Deeba Resham', 'Brokkenbroll', 'Obaday Fing', 'Hemi', 'Joe Jones', 'Skool']",Hardcover,,9780345495167,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170692699l/68496._SY475_.jpg,3.82,"['Locus Award for Best Young Adult Novel (2008)', ""Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2010)"", 'Prix Elbakin.net for Meilleur roman fantasy traduit Jeunesse (2010)', 'Seiun Award 星雲賞 Nominee for Best Translated Long Form (2011)']",532.0,6.0,,,,90.0,17686.0,432,Del Rey,"['5098', '6521', '4295', '1270', '502']",,"['London, England']",,['China Miéville']
Uncle Montague's Tales of Terror,,"['Horror', 'Short Stories', 'Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Gothic', 'Middle Grade', 'Paranormal', 'Supernatural']","Uncle Montague lives alone in a big house and his regular visits from his nephew give him the opportunity to relive some of the most frightening stories he knows. But as the stories unfold, a newer and more surprising narrative emerges, one that is perhaps the most frightening of all.",Tales of Terror #1,,10/30/07,September 18th 2007,"['Edgar', 'Uncle Montague']",Hardcover,,9781599901183,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429587759l/1900124.jpg,4.02,"['Manchester Book Award  Nominee for Longlist (2009)', 'Deutscher Jugendliteraturpreis Nominee for Kinderbuch (2011)', 'Carnegie Medal Nominee (2009)']",171.0,2.0,,,,95.0,4712.0,238,Bloomsbury USA Childrens,"['1602', '1878', '996', '184', '52']",,[],,"['Chris Priestley', 'David Roberts']"
"Unleash Me, Vol. 1",,"['Romance', 'Amazon', 'Military Fiction', 'Contemporary', 'Suspense', 'M F Romance', 'Contemporary Romance']","Chasing your dreams is dangerous. Fighting for them can end your life.  Lisa Ward’s childhood dream was to become a best-selling novelist. But when luck finally strikes after years of trying to make it in the publishing industry, her entire world is tossed into turmoil when it’s revealed that somebody wants her dead.  As the pressures mount and as the threats escalate, Lisa’s boyfriend—a former SEAL—quickly rises up to protect her. But is even he enough to help her survive this? After all, the person who wants her dead is as bright as he is cunning. And he’s not above killing the love of Lisa’s life should he get in the way.  Since childhood, Lisa Ward knew the power of a dream. What she didn’t know is that dreams often can turn into nightmares.  This story unfolds over three volumes between 35,000 and 45,000 words each.",Unleash Me #1,,,February 10th 2014,[],Kindle Edition,,B00IDHIGBM,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392168486l/20793704.jpg,4.02,[],44.0,1.0,,,,92.0,1001.0,167,Christina Ross,"['416', '304', '197', '57', '27']",,[],,['Christina Ross']
Ungezähmte Nacht,,"['Romance', 'Paranormal', 'Paranormal Romance', 'Fantasy', 'Historical Romance', 'Historical', 'Beauty and The Beast', 'Shapeshifters', 'Fiction', 'Magic']","DIE SCHÖNE - Die verarmte Adlige Isabella Vernaducci würde alles tun, um ihren Bruder zu retten - selbst sich in die Fänge des berüchtigten Nicolai DeMarco zu begeben. DAS BIEST - Gerüchte und Geheimnisse umgeben den mächtigen Fürsten. Man flüstert, der Mann mit der wilden Löwenmähne und den brennenden Bernsteinaugen sei kein Mensch. DAS VERSPRECHEN - Im Tausch für das Leben ihres Bruders verspricht Isabella, den geheimnisvollen Mann zu heiraten. Doch was als Geschäft beginnt, wird bald sehr viel mehr ...",,,09/30/02,February 14th 2014,"['Isabella Vernaducci', 'Don Nicolai DeMarco']",Paperback,,9783404168750,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368281435l/17908309.jpg,4.08,[],100.0,1.0,,,,93.0,8013.0,464,Bastei Lübbe,"['3434', '2454', '1572', '427', '126']",,['Italy'],,"['Christine Feehan', 'Ulrike Moreno']"
Unacknowledged Legislation,Writers in the Public Sphere,Literary Collections,"A celebration of Percy Shelley's assertion that 'poets are the unacknowledged legislators of the world', these thirty-plus essays on writers from Oscar Wilde to Salman Rushdie dispel the myth of politics as a stone tied to the neck of literature; Norman Podhoretz's 'bloody crossroads'. Instead Hitchens argues that when all parties in the state were agreed on a matter, it was the individual pens that created the space for a true moral argument.",,,,2002.0,,,1859843832,9781859843833,,http://books.google.com/books/content?id=Dt8lTI6Q4h0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.99,,,,,,,,,430.0,,,206.0,,,['Christopher Hitchens']
Until the End,,"['Young Adult', 'Mystery', 'Horror', 'Romance', 'Thriller', 'Fiction', 'Paranormal', 'Fantasy', 'Teen', 'Crime']","It’s the start of the school year, and the popular girls have decided to throw the best party, one their friends will never forget. But hooking up and hanging out are the farthest things from their minds when the unthinkable happens: Someone doesn't make it out of the party alive. The death is declared a suicide, but nothing quite adds up. Convinced there’s a murderer on the loose, no one knows who they can turn to or who they can trust. Nowhere is safe, not the homecoming dance, not even graduation. The truth will terrify them, but it must be revealed. Their lives depend on it.",Final Friends #1-3,,12/31/93,August 30th 2011,[],Paperback,,9781442422520,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1299076166l/9918053.jpg,4.06,[],79.0,1.0,,,,92.0,2527.0,846,Simon Pulse,"['1104', '698', '535', '140', '50']",,[],,['Christopher Pike']
Uciekinierka z San Benito,,['Historical Fiction'],"Uciekinierka z San Benito to pełna przygód, napisana z epickim rozmachem i wsparta historycznymi faktami opowieść o niezwykłej kobiecie, której życie zostało zbudowane na kłamstwie. Madryt, XVII wiek. Martína Rojo e Hinojosa, ubogi rolnik, pragnie mieć wreszcie syna, dziecko, któremu przekaże schedę po sobie. Gdy jego żona rodzi kolejną dziewczynkę, mężczyzna zwraca się do swej siostry, przeoryszy klasztoru San Benito i z jej pomocą podmienia nowonarodzoną dziewczynkę na porzuconego w przybytku chłopca. Catalina dorasta wśród sióstr, nie znając swojej tożsamości – o tym, kim naprawdę jest wie tylko kilka osób. Jej pochodzenie zdradza również odziedziczone po ojcu znamię… Przez trzynaście lat prawda pozostaje w ukryciu. Dopiero knowania Sor Gabrieli i ojciec Rivandeiry, którzy, chcąc wykorzystać Catalinę do własnych celów, oskarżają ją o konszachty z diabłem, prowokują dziewczynę do ucieczki. Od tej pory, przebrana za mężczyznę, Catalina będzie musiała uciekać przed nieprzyjaciółmi, radzić sobie w świecie, którego dotychczas nie znała i walczyć o własne życie. Na swojej drodze spotka zarówno wrogów, jak i przyjaciół, a pośród nich tego jedynego – młodego arystokratę, Diego de Cárdenasa, którego pokocha od pierwszego wejrzenia… Czy jednak uda jej się zdobyć jego serce, skoro oficjalnie stała się mężczyzną? I czy będzie miała dość sprytu i hartu ducha, by uciec przed depczącą jej po piętach Świętą Inkwizycją?",,,10/30/01,2010,[],Paperback,,9788376591797,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1301523494l/10227185.jpg,3.92,[],96.0,1.0,,,,93.0,203.0,815,Albatros,"['65', '75', '49', '10', '4']",,[],,"['Chufo Lloréns', 'Alicja Noworyta']"
Utukki: Sayap Para Dewa,,"['Fantasy', 'Indonesian Literature', 'Novels', 'Romance', 'Fiction', 'Family', 'Love', 'Drama']","Cerita ini dimulai tujuh ribu tahun yang lalu. Ketika manusia mendongak ke langit dan menatap bintang gemintang. Terpesona. Lalu bertanya, ""Apakah hidup? Apakah cinta?""Tujuh ribu tahun yang lalu, di lembah subur Mesopotamia, manusia mencapai peradabannya yang pertama. Mereka membangun kota, menciptakan kepercayaan dan agama, menemukan tulisan, membangun irigasi, menggunakan roda, dan mendongengkan mitos pada setiap keturunan anak manusia.Tujuh ribu tahun yang lalu,bangsa Mesopotamia Kuno bercerita tentang delapan monster, seorang pendeta lelaki, dan dewa-dewi, yang karena satu dan lain hal harus menentukan jalan hidupnya dan menggenapi nasibnya.Cerita ini bukan mitos. Bukan juga dongeng, fantasi, atau sekadar obrolan minum kopi. Cerita ini adalah cerita abadi sepanjang zaman. Sebuah epos tentang perjuangan, cinta, dan keyakinan, yang telah hidup lebih dari tujuh ribu tahun.Dari Mesopotamia, tahun 5000 Sebelum Masehi.Sampai Jakarta, tahun 2000 Sesudah Masehi. www.gramedia.com",,,,August 2006,"['Ishtar', 'Thomas (Nannia)', 'Celia (Enka)', 'Ea']",Paperback,,9789792219739,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319423151l/1498723.jpg,3.21,[],98.0,1.0,,,,73.0,540.0,401,PT Gramedia Pustaka Utama,"['89', '123', '182', '106', '40']",,[],,['Clara Ng']
Unreliable Memoirs,,"['Biography', 'Nonfiction', 'Memoir', 'Humor', 'Autobiography', 'Australia', 'Biography Memoir', 'Comedy', 'Book Club', 'Unfinished']","'I was born in 1939. The other big event of that year was the outbreak of the Second World War, but for the moment, that did not affect me.' In the first instalment of Clive James's memoirs, we meet the young Clive, dressed in short trousers, and wrestling with the demands of school, various relatives and the occasional snake, in the suburbs of post-war Sydney.",Unreliable Memoirs #1,,11/06/80,1981,[],Paperback,,9780330264631,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332737164l/398913.jpg,3.88,[],87.0,1.0,,,,92.0,3556.0,175,Pan Books,"['1039', '1399', '824', '223', '71']",,[],,['Clive James']
Under Wildwood,,"['Fantasy', 'Fiction', 'Young Adult', 'Middle Grade', 'Childrens', 'Adventure', 'Juvenile', 'Audiobook', 'Magic', 'Science Fiction Fantasy']","Under Wildwood is the second book in the New York Times bestselling adventure series the Wildwood Chronicles from Colin Meloy, lead singer of the Decemberists, and Carson Ellis, the acclaimed illustrator of The Mysterious Benedict Society.Ever since Prue McKeel returned home from the Impassable Wilderness after rescuing her brother from the malevolent Dowager Governess, life has been pretty dull. School holds no interest for her, and her new science teacher keeps getting on her case about her dismal test scores and daydreaming in class. Her mind is constantly returning to the verdant groves and sky-tall trees of Wildwood, where her friend Curtis still remains as a bandit-in-training.But all is not well in that world. Dark assassins with mysterious motives conspire to settle the scores of an unknown client. A titan of industry employs inmates from his orphanage to work his machine shop, all the while obsessing over the exploitation of the Impassable Wilderness. And, in what will be their greatest challenge yet, Prue and Curtis are thrown together again to save themselves and the lives of their friends, and to bring unity to a divided country. But in order to do that, they must go under Wildwood.In Under Wildwood, Colin Meloy and Carson Ellis reveal new dimensions of the epic fantasy-adventure series begun with the critically acclaimed, bestselling Wildwood.",Wildwood Chronicles #2,,,September 25th 2012,[],Hardcover,,9780062024718,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334331844l/10353049.jpg,3.96,[],385.0,4.0,,,,95.0,6376.0,559,Balzer + Bray,"['1882', '2689', '1506', '248', '51']",,[],,"['Colin Meloy', 'Carson Ellis']"
Ugly Love,,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Fiction', 'Adult', 'Chick Lit', 'Young Adult', 'Audiobook', 'Drama']","When Tate Collins meets airline pilot Miles Archer, she knows it isn’t love at first sight. They wouldn’t even go so far as to consider themselves friends. The only thing Tate and Miles have in common is an undeniable mutual attraction. Once their desires are out in the open, they realize they have the perfect set-up. He doesn’t want love, she doesn’t have time for love, so that just leaves the sex. Their arrangement could be surprisingly seamless, as long as Tate can stick to the only two rules Miles has for her.Never ask about the past.Don’t expect a future.They think they can handle it, but realize almost immediately they can’t handle it at all.Hearts get infiltrated.Promises get broken.Rules get shattered.Love gets ugly.",,,,August 5th 2014,"['Tate Collins', 'Miles Archer']",Kindle Edition,,B00HB62MC0,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399179135l/17788401.jpg,4.25,['Goodreads Choice Award Nominee for Romance (2014)'],7865.0,90.0,,,,94.0,173444.0,337,Atria Books,"['90128', '50424', '22552', '7066', '3274']",,"['San Francisco, California (United States)']",,['Colleen Hoover']
Undercover Princess,,"['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Contemporary', 'Romance', 'Fairy Tales', 'LGBT', 'Childrens', 'Audiobook']","When fairy tale obsessed Lottie Pumpkin starts at the infamous Rosewood Hall, she is not expecting to share a room with the Crown Princess of Maradova, Ellie Wolf. Due to a series of lies and coincidences, 14-year-old Lottie finds herself pretending to be the princess so that Ellie can live a more normal teenage life.Lottie is thrust into the real world of royalty - a world filled with secrets, intrigue and betrayal. She must do everything she can to help Ellie keep her secret, but with school, the looming Maradovian ball and the mysterious new boy Jamie, she'll soon discover that reality doesn't always have the happily ever after you'd expect...A thrilling world of parties, politics and bad ass princesses, this is the first book in the brand new series THE ROSEWOOD CHRONICLES.",The Rosewood Chronicles #1,,,November 2nd 2017,[],Kindle Edition,,B01MS9RF92,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496685444l/34042261._SX318_.jpg,4.0,[],349.0,4.0,,,,92.0,3745.0,288,Penguin,"['1410', '1283', '766', '206', '80']",,[],,['Connie Glynn']
Ugly,,"['Biography', 'Memoir', 'Nonfiction', 'True Story', 'Contemporary', 'Abuse', 'True Crime', 'Adult', 'Biography Memoir', 'European Literature']","Constance's mother systematically abused her daughter throughout her childhood. Regularly beaten and starved, she tried to get herself taken into care without success and even drank bleach. When she was 13, her mother left her to fend for herself but Constance found the courage to survive and this is her story.",,,01/16/06,November 2nd 2006,[],Paperback,,9780340895993,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415584547l/1047113.jpg,4.0,[],98.0,1.0,,,,92.0,4638.0,400,Hodder,"['1815', '1463', '992', '263', '105']",,[],,['Constance Briscoe']
Unearthly,,"['Young Adult', 'Fantasy', 'Angels', 'Paranormal', 'Romance', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Fiction', 'Young Adult Fantasy']","In the beginning, there's a boy standing in the trees...Clara Gardner has recently learned that she's part angel. Having angel blood run through her veins not only makes her smarter, stronger, and faster than humans (a word, she realizes, that no longer applies to her), but it means she has a purpose, something she was put on this earth to do. Figuring out what that is, though, isn't easy.Her visions of a raging forest fire and an alluring stranger lead her to a new school in a new town. When she meets Christian, who turns out to be the boy of her dreams (literally), everything seems to fall into place and out of place at the same time. Because there's another guy, Tucker, who appeals to Clara's less angelic side.As Clara tries to find her way in a world she no longer understands, she encounters unseen dangers and choices she never thought she'd have to make between honesty and deceit, love and duty, good and evil. When the fire from her vision finally ignites, will Clara be ready to face her destiny?Unearthly is a moving tale of love and fate, and the struggle between following the rules and following your heart.",Unearthly #1,,,January 4th 2011,"['Clara Gardner', 'Jeffrey Gardner', 'Christian Prescott', 'Wendy Avery', 'Tucker Avery', 'Kay Patterson', 'Angela Zerbino', 'Samjeeza (Sam)']",Hardcover,,9780061996160,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1324782984l/7488244.jpg,4.02,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2011)'],7297.0,95.0,,,,91.0,121427.0,435,HarperTeen,"['49382', '39660', '21876', '6444', '4065']",,"['Mountain View, California (United States)', 'Jackson Hole, Wyoming (United States)']",,['Cynthia Hand']
Unparalleled,,"['Fiction', 'Novels', 'Contemporary', 'Epic', 'Suspense', 'Drama', 'Science Fiction']","Waking up in a strange house, with no memory of how or why he is there, Stuart Milton finds his life has changed beyond recognition. His pregnant wife is missing, but his only living relative, his brother, is incapable of substantiating his claim. Lost in a world of confusion that is spiralling out of his control, Stuart finds temporary salvation in a psychiatrist assigned to his case. Meanwhile, peculiar events across the world lead a team of Oxford scientists to develop top secret technology that will change the future of humanity. Betrayed by double agents, the race to control this technology endangers the lives of all involved, which unwittingly includes Stuart and his psychiatrist. This enthralling journey takes Stuart to the edge of sanity, culminating in an unparalleled climax of kidnapping, betrayal and murder.",,Second,,September 1st 2019,[],Kindle Edition,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532093846l/40881903._SY475_.jpg,4.3,[],4171.0,47.0,,,,96.0,5960.0,287,Amazon Media EU S.à r.l.,"['2681', '2707', '306', '190', '76']",,[],,['D. S Smith']
Ultimate Wolverine Vs. Hulk,,"['Comics', 'Graphic Novels', 'Marvel', 'Superheroes', 'Comic Book', 'Graphic Novels Comics', 'X Men', 'Fiction', 'Comix']","Dr Bruce Banner has been presumed dead since his execution, following his murderous rampage through Manhattan as the Hulk. But when reports start cropping up of an unidentified creature appearing around the globe, Nick Fury begins to get worried.",Ultimate Wolverine vs. Hulk #1-6,Premiere HC,,October 28th 2009,[],Hardcover,,9780785140139,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355113933l/6503656.jpg,3.82,[],81.0,1.0,,,,90.0,1274.0,144,Marvel,"['408', '388', '352', '97', '29']",,[],,"['Damon Lindelof', 'Leinil Francis Yu']"
Umar Bin Abdul Aziz,,"['Islam', 'Biography', 'Religion', 'History']","This book describes, among other things, the principles based upon which 'Umar ibn Abd Al-Aziz governed the Muslims during his caliphate: among those principles were mutual consultation, justice, equality among people, and honoring of freedoms. With the turn of every page, the reader will come to appreciate the fact that 'Umar was exceptional in his Faith, distinguished in his knowledge, profoundly wise in his thinking, remarkable in his eloquence, noble in his manners and great in the contribution he made to this Nation. English readers have long been deprived of the life story of this outstanding Islamic hero and exemplar. While there are some short and scattered accounts about his general life, this is the first book to deal specifically with 'Umar bin 'Abd al-Aziz's reforms, which is surprising given that he has been attributed the title of Mujaddid (Reformer; Reviver) within Islamic scholarship, in great detail.",,,,January 7th 2014,[],Kindle Edition,,B00FQLPSNM,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382684287l/18715719.jpg,4.62,[],67.0,1.0,,,,98.0,52.0,483,Darusalam,"['38', '10', '3', '0', '1']",,[],,['Darussalam']
Understanding the Times: The Collision of Today's Competing Worldviews,,"['Philosophy', 'Theology', 'Nonfiction', 'Christian', 'History', 'Religion', 'Christianity', 'Politics', 'School', 'Reference']","Newly revised and updated with two more worldviews surveyed: Islam and Postmodernism! This book is a landmark guide to understanding the ideas and forces that are shaping our times. From Christianity to Islam to Humanism to Marxism to the New Age to Postmodernism, Understanding the Times provides Christians with a readable, comprehensive treatment of the most significant religious worldviews operating in Western Civilization.",,,10/30/91,January 1st 2006,[],Hardcover,,9780936163000,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437451995l/1312205._SX318_.jpg,4.11,[],95.0,1.0,,,,93.0,422.0,510,Summit Press Co,"['182', '144', '67', '17', '12']",,[],,['David A. Noebel']
Under the Eye of God,,"['Science Fiction', 'Space Opera', 'Fiction']","Once they had been humanity's last best hope; a race of genetically engineered killing machines known as the Phaestor and their army of deadly Moktar Dragons. Now, the enemy long vanquished, the Phaestor themselves have become the enemy, seizing control of the galaxy and subjugating all lesser species - including humans - to feed their appetite for terror and blood.On a small, insignifigant planet called Thoska-Roole, a ragtag alliance of humans, androids, and bioforms make a last desperate stand against Phaestor domination. Among their number are two bounty hunters, a mercenary starship captain, and a disgraced reptilian warrior. As the Phaestor begin a new reign of unprecedented terror, these rebels prepare to strike back against their vampire overlords and bring revolution to the stars.",Trackers #1,,,November 1st 1993,[],Paperback,,9780553290103,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600818878l/1223054._SY475_.jpg,3.35,[],80.0,1.0,,,,83.0,110.0,328,Spectra,"['17', '31', '43', '11', '8']",,[],,['David Gerrold']
